page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
104,972,Ministry of Road Transport & Highways,Roads & Highways,4L PS bijni to mandi section from Km 202.815 to Km 208.000 of NH-20 New NH-154 of Pathankot-Mandi Package-VB,NHAI,618881,-,-,Himachal Pradesh,02/2023,03/2025,09/2027,09/2027,1113.02,1112.39,547.08,35.3
104,973,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Up-gradation of existing road to 2L PS from End of Hamirpur Bypass near Chilbahal to Bhangbar section from Km. 138.295 to Km.175.270 of NH- 88 Pkg-IV,NHAI,618888,-,-,Himachal Pradesh,03/2022,04/2023,04/2025,12/2026,1146.19,1358.62,987.35,97.2
105,974,Ministry of Road Transport & Highways,Roads & Highways,"4L of Bhangbar Near Ranital to Kangra Bypass Section of Old NH-88 New NH- 303,503 up to Intersection with NH-154 from Km 175.270 to Km 193.400 Pkg-VB",NHAI,618889,-,-,Himachal Pradesh,03/2021,12/2022,12/2024,09/2026,1322.95,1829.49,1102.58,97.45
105,975,Ministry of Road Transport & Highways,Roads & Highways,2L PS of Hamirpur Bypass from Km 121.175 to Km.138.295 of NH-103&3,NHAI,618890,-,-,Himachal Pradesh,08/2022,10/2023,10/2025,12/2026,739.39,754.82,369.94,94.37
105,976,Ministry of Road Transport & Highways,Roads & Highways,4L PS from Kalar Bala Village to Nauni Chowk of NH 205 from Km 41.000 to Km 58.450,NHAI,618891,-,-,Himachal Pradesh,01/2024,05/2025,05/2027,09/2027,1244.43,786.91,145.72,31.46
105,977,Ministry of Road Transport & Highways,Roads & Highways,"4 Lane with Paved Shoulder from Dareota Village to Kalar Bala NH 205, Design Chainage -Km 33185 to Km 41000, Design Length-7.815 Km Package-IIB",NHAI,618892,-,-,Himachal Pradesh,06/2025,06/2026,06/2028,06/2028,992.85,992.85,5.27,0.68
105,978,Ministry of Road Transport & Highways,Roads & Highways,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,NHAI,618921,-,-,Himachal Pradesh,03/2022,04/2023,04/2026,07/2027,1703.48,2648.8,1182.61,64.2
105,979,Ministry of Road Transport & Highways,Roads & Highways,4L of Shakral Village to Dhalli Section from Km 146.300 to Km 156.560 Shimla Bypass - Pkg II and Shimla connectivity from Km 0.000 to Km 0.725 of NH-5,NHAI,618922,-,-,Himachal Pradesh,04/2022,03/2024,03/2027,12/2027,1956.26,2880.72,1505.86,59.88
105,980,Ministry of Road Transport & Highways,Roads & Highways,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,NHAI,619003,-,-,Himachal Pradesh,03/2018,11/2018,05/2021,11/2026,881.74,1519.53,1347.79,90.11
105,981,Ministry of Road Transport & Highways,Roads & Highways,4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA,NHAI,619153,-,-,Himachal Pradesh,03/2021,05/2022,05/2024,12/2026,1002.11,1363.04,819.72,68.65
105,982,Ministry of Road Transport & Highways,Roads & Highways,Construction of Shopian Bypass on NH-444 taking off from existing chainage Km 36500 and re-joining at km 47588 of existing Chainage New Design Ch. From km 28000 to km 36925 as 2- lane with paved shoulder in the UT of Jammu & Kashmir on EPC mode.,MoRTH,618038,-,-,"Jammu and
Kashmir",03/2024,01/2026,01/2028,-,224.44,224.44,0.0,3.0
105,983,Ministry of Road Transport & Highways,Roads & Highways,"Widening and strengthening to 2 lane with paved shoulder from existing Ch. Km 56720 to Km 100820 and Design Ch. From Km 62600 to Km 106360 Total Length43.760 Km on SRINAGAR -BARAMULA URINH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO on EPC mode.",MoRTH,618201,-,-,"Jammu and
Kashmir",09/2023,11/2024,11/2026,06/2027,702.1,702.1,0.0,51.0
105,984,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2 lane with paved shoulders Baramulla Bypass Greenfield bypass from existing Ch. Km 47020 to Km 56720 and Design Ch. From 48500 to 62600 Total length 14.100 km on road Srinagar Baramulla Uri NH-01 in the UT of Jammu & Kashmir under Project.Package-III,MoRTH,618202,-,-,"Jammu and
Kashmir",03/2023,09/2024,09/2026,07/2027,992.43,992.43,112.16,46.8
105,985,Ministry of Road Transport & Highways,Roads & Highways,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",MoRTH,618203,-,-,"Jammu and
Kashmir",03/2023,08/2024,07/2026,02/2027,980.21,980.21,132.03,57.0
105,986,Ministry of Road Transport & Highways,Roads & Highways,Construction of realignment between Pandrass- Pashkyun Total length 27.10 km on road Zozila-Kargil -Leh NH-1 to 2 lane specifications i.e. Drass alignment 9.30 km Kharboo realignment 6.30 km & Kargil alignment 11.50 km under project Vijayak BRO in the UT of Ladakh on EPC Mode,MoRTH,618204,-,-,"Jammu and
Kashmir",11/2021,06/2023,06/2025,07/2027,426.15,426.15,112.2,54.89
105,987,Ministry of Road Transport & Highways,Roads & Highways,"Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 Design Ch. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to 47020 Design Ch. 44958 to 48500 Delina Flyover including construction of flyover length 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGAR BARAMULA URI NH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO Package-IJob No NH-1-J&K-2022-23-110",MoRTH,618205,-,-,"Jammu and
Kashmir",06/2022,08/2023,08/2025,12/2026,823.46,823.46,298.96,85.5
105,988,Ministry of Road Transport & Highways,Roads & Highways,Widening and Strengthening of Rafiabad-Kupwara-Chowkibal-Tangdhar-Chamkot NH- 701 road from design Ch. From 0000 to 51000 to two lanes with paved shoulders under Project Beacon in the UT of Jammu & Kashmir on EPC mode Package-I.,MoRTH,618206,-,-,"Jammu and
Kashmir",03/2024,11/2024,05/2027,-,1404.94,1404.94,160.59,41.7
105,989,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation to 2 lane with paved shoulder from existing chainage Km 166.100 to Km 192.98 design chainage Km 146.700 to Km 162.800 including construction of Bhimber Gali Tunnel Total Length of Tunnel 1.100 Km under 31 BRTF on Akhnoor-Poonch Roads on EPC mode NH-144A Package-VII,MoRTH,618221,-,-,"Jammu and
Kashmir",09/2021,07/2024,07/2026,07/2027,734.64,734.64,0.0,60.0
106,990,Ministry of Road Transport & Highways,Roads & Highways,Widening and Strengthening up gradation to 2 lane with paved shoulder from existing chainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under 31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir under Project Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job No NH-144A-J&K-2022-2023-111,MoRTH,618222,-,-,"Jammu and
Kashmir",10/2022,01/2024,01/2026,03/2027,562.45,562.45,158.68,71.27
106,991,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage km 64535 to km 85385 Design chainage km 55800 to km 74350 under 13 TF on Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu & Kashmir on EPC mode Package-III Job no NH-144A-J&K-2019-20-79,MoRTH,618223,-,-,"Jammu and
Kashmir",03/2020,09/2021,09/2023,12/2026,152.93,152.93,77.62,90.06
106,992,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage km 49150 to km 64535 Design chainage km 46.450 to km 55.800 including construction of Sungal Tunnel Total length of Tunnel 2.79 km under 13 TF on Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu & Kashmir on EPC mode Package-II Job no NH-144A-J&K-2019-20-78,MoRTH,618224,-,-,"Jammu and
Kashmir",03/2020,08/2021,08/2024,08/2026,796.97,796.97,440.97,92.1
106,993,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage km 134950 to km 166100 Design chainage km 116980 to km 146700 under 31 TF on Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project Sampark BRO on EPC mode Package-VI Job no NH-144A-J&K-2021-22-106,MoRTH,618225,-,-,"Jammu and
Kashmir",07/2021,07/2022,07/2024,12/2026,395.25,395.25,162.0,89.2
106,994,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation to 2 lane with paved shoulder from existing chainage Km 30.053 to Km 49.150 design chainage Km 30.000 to Km 46.450 including Kandi Tunnel under 31 BRTF on Akhnoor-Poonch Road NH-144A Under Project Sampark in the UT of Jammu & Kashmir EPC modePackage-I Job no NH-144A-J&K-2020-21-83.,MoRTH,618226,-,-,"Jammu and
Kashmir",07/2020,11/2022,11/2024,12/2026,272.49,272.49,160.08,95.27
106,995,Ministry of Road Transport & Highways,Roads & Highways,Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH- 244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,NHIDCL,618394,-,-,"Jammu and
Kashmir",07/2020,10/2020,04/2022,10/2026,228.39,225.37,182.21,94.26
106,996,Ministry of Road Transport & Highways,Roads & Highways,"Construction & Upgradation to 2-lane with paved shoulder from Design Ch. Km 51700 at Premnagar km 66315 to Km 66535 New Thatri at Start of Km 83rd, Tunnel Km 82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani- Kishtwar-Vailoo Donipawa-Ashajipora section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg - 2",NHIDCL,618395,-,-,"Jammu and
Kashmir",03/2021,08/2021,02/2023,10/2026,512.43,512.43,164.66,53.49
106,997,Ministry of Road Transport & Highways,Roads & Highways,Widening and Up-gradation to 2-Lane with Paved Shoulder of configuration and geometric improvement from Km 0.000 to Km 16.990 on Chenani Sudhmahadev section of NH-244 in UT of Jammu and Kashmir to be executed on EPC basis,NHIDCL,618397,-,-,"Jammu and
Kashmir",03/2018,11/2018,11/2020,12/2025,255.9,255.9,239.96,94.06
106,998,Ministry of Road Transport & Highways,Roads & Highways,Up-gradation to 2-lane with Paved Shoulder from Km 20.300 to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II,NHIDCL,618398,-,-,"Jammu and
Kashmir",07/2020,10/2020,04/2022,06/2026,210.79,210.79,190.27,96.95
106,999,Ministry of Road Transport & Highways,Roads & Highways,Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT of Jammu and Kashmir on EPC Mode Pkg-4,NHIDCL,618399,-,-,"Jammu and
Kashmir",03/2021,08/2021,08/2023,06/2027,859.67,859.67,363.03,50.64
106,1000,Ministry of Road Transport & Highways,Roads & Highways,Construction & Upgradation to 2-lane with paved shoulder from Design Km 67.805 at the end of Km 83rd Tunnel near Dhrabshalla Ex. Km 83905 to Km 80.675 start of Kishtwar Bypass - Dulhasti Ex. Km 970751 of 12.870 Km length on chenani- Sudhmahadev-Goha Khellani-Kishtwar-vailoo-Donipawa-Ashajipora seition of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg-3,NHIDCL,618400,-,-,"Jammu and
Kashmir",03/2021,07/2021,12/2022,08/2025,398.51,398.51,120.09,98.55
106,1001,Ministry of Road Transport & Highways,Roads & Highways,Up-gradation to 4-lane with Paved Shoulder of Jammu-Akhnoor road section of NH- 144A from Ganesh Vihar Km 6.000 to Khati Chowk Km 26.350 in UT of Jammu and Kashmir on EPC basis Pkg-3A,NHIDCL,618406,-,-,"Jammu and
Kashmir",03/2018,07/2019,07/2021,11/2026,322.49,322.49,398.19,92.5
106,1002,Ministry of Road Transport & Highways,Roads & Highways,Jammu-Akhnoor Road Pkg-I,NHIDCL,618407,-,-,"Jammu and
Kashmir",03/2018,01/2023,01/2025,10/2026,245.3,245.3,115.21,75.29
106,1003,Ministry of Road Transport & Highways,Roads & Highways,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XV [Junction with Hiranagar Road near village Gurha Baildaran to Junction with Jammu Ring Road NH-244A near Jakh village from Km 468100 to Km 503250],NHAI,618494,-,-,"Jammu and
Kashmir",10/2021,09/2022,09/2024,12/2026,2714.95,3716.56,1846.59,90.01
107,1004,Ministry of Road Transport & Highways,Roads & Highways,4/6L Access Control Expressway from Design Chainage Km 515.000 to 528.300 Kunjwani to Sidhra Section of NH-44 and from Design Chainage Km 550.900 to Km 566.520 Domel to Katra Section Phase II-Package XVII,NHAI,618495,-,-,"Jammu and
Kashmir",06/2022,06/2023,06/2025,11/2027,2894.74,2894.74,1016.96,66.74
107,1005,Ministry of Road Transport & Highways,Roads & Highways,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XVI Existing Jakh Vijaypur-Kunjwani section of NH-44 including spur Connectivity to Jammu Airport NH-144A [Km 503500 to km 514500],NHAI,618496,-,-,"Jammu and
Kashmir",09/2021,09/2022,09/2024,09/2026,1821.72,2522.56,1238.6,94.14
107,1006,Ministry of Road Transport & Highways,Roads & Highways,Delhi Amritsar Katra Expressway Phase-II Pkg XVIII Development and Upgradation of Four lane Access Control Expressway from Design Chainage KM 530.00 to KM 545.300 Sidhra to Domel Section of NH-44,NHAI,618497,-,-,"Jammu and
Kashmir",12/2022,11/2023,11/2025,06/2027,1025.73,975.38,631.2,70.17
107,1007,Ministry of Road Transport & Highways,Roads & Highways,4L Ring road/bypass around Srinagar city from km 0.000 to km 42.100 Phase-I,NHAI,618541,-,-,"Jammu and
Kashmir",03/2021,08/2021,02/2024,10/2026,2919.96,2604.76,1832.29,89.0
107,1008,Ministry of Road Transport & Highways,Roads & Highways,4L of existing Wayul Ganderbal Pandach Soura section of old NH-1 as a part of Srinagar Ring Road Phase IIA,NHAI,618542,-,-,"Jammu and
Kashmir",12/2024,05/2026,05/2028,05/2028,827.98,827.98,265.02,0.02
107,1009,Ministry of Road Transport & Highways,Roads & Highways,4L of twin tube tunnel configuration including approaches from Marog to Digdol from Km.154.210 to Km.158.650 North Bound and from Km.155.940 to Km.160.260 South Bound of Ramban to Banihal Pkg-I of Old NH-1A New NH-44,NHAI,618543,-,-,"Jammu and
Kashmir",07/2021,08/2022,08/2025,12/2027,1912.17,1034.3,406.09,30.5
107,1010,Ministry of Road Transport & Highways,Roads & Highways,"4L twin tube tunnel including approaches from Digdol to Khuni Nallah North Bound connecting with existing major bridge on NB and South Bound connecting with Tunnel T4 ,Single tube tunnel of Ramban to Banihal Pkg-II of Old NH-1A New NH-44",NHAI,618544,-,-,"Jammu and
Kashmir",07/2021,02/2022,06/2024,09/2026,1401.87,1020.99,1054.8,87.1
107,1011,Ministry of Road Transport & Highways,Roads & Highways,"4L of Km.165.092 to Km.171.855 North Bound and from Km.166.895 to Km.173.638 South Bound, excl. certain reaches of North Bound and South Bound of Ramban to Banihal Pkg-III of Old NH-1A New NH-44",NHAI,618545,-,-,"Jammu and
Kashmir",07/2021,02/2022,08/2024,06/2027,614.48,444.76,306.05,42.8
107,1012,Ministry of Road Transport & Highways,Roads & Highways,2L NH-1 from km 8.660 to km 33.775 Sumbal to Wayul to 4L dual carriageway NH standard as part of Srinagar Ring Road PhaseII [Design Ch. 41.907 to Ch. 66.609],NHAI,618547,-,-,"Jammu and
Kashmir",11/2022,12/2023,06/2026,06/2027,961.0,643.64,474.55,55.02
107,1013,Ministry of Road Transport & Highways,Roads & Highways,Construction of twin tube tunnels on Jammu Kashmir Ring Road NH-244A Between Design Ch. 50600 to 51700 and design Ch. 53535 to 55700 on EPC mode under residual NHDP component of Bharatmala Pariyojna,NHAI,618549,-,-,"Jammu and
Kashmir",11/2022,06/2023,06/2025,12/2026,242.65,731.59,677.47,83.87
107,1014,Ministry of Road Transport & Highways,Roads & Highways,Corridor Efficiency Improvement including removal of black spots in Lakhanpur - Samba section of NH-44 from Chainage Km. 16.300 to Km. 74.100,NHAI,618550,-,-,"Jammu and
Kashmir",06/2022,12/2022,06/2024,12/2026,855.74,215.68,203.55,74.63
107,1015,Ministry of Road Transport & Highways,Roads & Highways,Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244 from Km 0.000 to Km 39.100,NHAI,618967,-,-,"Jammu and
Kashmir",03/2024,08/2024,08/2026,03/2027,295.06,295.06,176.25,64.88
107,1016,Ministry of Road Transport & Highways,Roads & Highways,Construction/upgradation to 2-lane with paved shoulder from Design Km 95.55 Bandarkoot to Km. 111.06 Chattroo of 15.52 Km length on Khellani-Kishtwar-Chattroo section on NH-244 in UT of Jammu and Kashmir on EPC Mode Pkg-5,NHIDCL,619038,-,-,"Jammu and
Kashmir",03/2021,08/2021,02/2023,03/2026,497.09,497.09,270.82,99.97
107,1017,Ministry of Road Transport & Highways,Roads & Highways,Widening and Strengthening of existing paveemnt to two lane with paved shoulders from km 116.00 to km 176.355 of NH-75E in the State of Jharkhand on EPC mode.,MoRTH,618060,-,-,Jharkhand,01/2022,01/2023,07/2024,10/2026,315.21,315.21,162.16,89.0
107,1018,Ministry of Road Transport & Highways,Roads & Highways,Construction of byepass around Lohardaga town of NH-143A in the Sate of Jharkhand under EPC mode.,MoRTH,618083,-,-,Jharkhand,02/2022,01/2024,01/2026,09/2026,458.78,458.78,2.32,5.0
107,1019,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2-lane with paved shoulder from km 0.00 to 44.00 Kuru-Ghaghra section of NH-143A including re-construction of culverts and bridges.,MoRTH,618084,-,-,Jharkhand,02/2020,08/2021,08/2023,10/2026,153.01,133.67,100.77,95.0
107,1020,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2- Lane with paved shoulder from km 56.45 Dharampur More to 93.050 Pakur of NH-333A in the State of Jharkhand on EPC mode,MoRTH,618127,-,-,Jharkhand,03/2023,11/2025,05/2027,05/2027,255.73,255.73,10.06,15.0
108,1021,Ministry of Road Transport & Highways,Roads & Highways,Widening and Reconstruction to 4-lane/4-lane with service road including structures from Pokharia More at Km 47.600 Ex. Km 50.230 to Govindpur at km 62.949 Ex. Km 65.325 of Nh-419 in the State of Jharkhand on EPC mode.,MoRTH,618242,-,-,Jharkhand,05/2022,01/2024,01/2026,01/2027,300.46,300.46,94.18,54.54
108,1022,Ministry of Road Transport & Highways,Roads & Highways,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 426230 to Km 430500 Length 4.27 Km at Nirsa in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,NHAI,618534,-,-,Jharkhand,01/2025,02/2026,08/2028,08/2028,470.75,470.75,0.93,0.0
108,1023,Ministry of Road Transport & Highways,Roads & Highways,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 406100 to Km 411150 Length 5.05 Km at Gobindpur area in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,NHAI,618535,-,-,Jharkhand,01/2025,09/2025,03/2028,03/2028,687.77,442.52,67.84,19.91
108,1024,Ministry of Road Transport & Highways,Roads & Highways,4 Lane of CG/JH Border-Gumla from km 0.000 to km 32.370 of NH-43 in the State of Jhrkhand,NHAI,618641,-,-,Jharkhand,08/2024,02/2026,02/2028,02/2028,1325.8,1325.8,293.4,9.76
108,1025,Ministry of Road Transport & Highways,Roads & Highways,4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23,NHAI,618642,-,-,Jharkhand,03/2020,04/2022,03/2024,09/2026,1882.93,1895.75,1371.55,99.9
108,1026,Ministry of Road Transport & Highways,Roads & Highways,4L of Ormanjhi-Gola section from Km 81.450 to Km 53.600 of NH- 320BPKG-II,NHAI,618644,-,-,Jharkhand,02/2022,06/2023,06/2025,12/2026,1214.93,1462.19,993.6,86.57
108,1027,Ministry of Road Transport & Highways,Roads & Highways,4L of Gola-BokaroJaina More section from Km 53.600 to Km 21.110 of NH-320PKG-1,NHAI,618645,-,-,Jharkhand,02/2022,06/2023,06/2025,10/2026,1007.97,1030.64,617.85,78.1
108,1028,Ministry of Road Transport & Highways,Roads & Highways,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Donoreshan village to junction with NH-20 in Bongabar village from km 288.600 to km 325.500 Pkg -11,NHAI,618729,-,-,Jharkhand,03/2023,07/2026,07/2028,07/2028,1856.12,1856.12,261.78,0.0
108,1029,Ministry of Road Transport & Highways,Roads & Highways,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Deoria village to Donoreshan village from km 253.000 to km 288.600 Pkg -10,NHAI,618730,-,-,Jharkhand,03/2023,05/2026,05/2028,05/2028,1546.27,1546.27,183.44,5.65
108,1030,Ministry of Road Transport & Highways,Roads & Highways,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Chatra to junction with NH- 100 in Deoria village from km 222.000 to km 253.000 Pkg -9,NHAI,618731,-,-,Jharkhand,03/2023,07/2026,07/2028,07/2028,1418.16,1418.16,143.72,0.0
108,1031,Ministry of Road Transport & Highways,Roads & Highways,6L Greenfield Varanasi- Ranchi- Kolkata Highway from junction with NH-20 in Bongabar village to junction with NH-30 in Lepo village from km 325.500 to km 358.500 Pkg -12,NHAI,618733,-,-,Jharkhand,03/2023,07/2026,07/2028,07/2028,1525.52,1525.52,218.28,0.1
108,1032,Ministry of Road Transport & Highways,Roads & Highways,4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section of NH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km,NHAI,618736,-,-,Jharkhand,03/2024,09/2024,03/2027,03/2027,936.26,832.2,328.76,49.5
108,1033,Ministry of Road Transport & Highways,Roads & Highways,Grade separated Interchanges at Km. 113.730 junction with Ranchi Hazaribagh Road & Km. 139.225 junction with Ranchi Jamshedpur road on 4L Ranchi Bypass of NH-33,NHAI,618737,-,-,Jharkhand,01/2025,12/2025,12/2027,12/2027,303.53,5.58,4.98,0.0
108,1034,Ministry of Road Transport & Highways,Roads & Highways,4L from Km 147.450 Bhogu to Km 196.870 Sankha on NH-75 Sec-III,NHAI,618830,-,-,Jharkhand,10/2022,11/2023,11/2025,03/2027,1517.87,1652.09,1131.52,76.95
108,1035,Ministry of Road Transport & Highways,Roads & Highways,4L from Km 95.400 Udaipura to Km 147.450 Bhogu on NH-75 Sec-II,NHAI,618831,-,-,Jharkhand,03/2023,10/2024,10/2026,03/2027,1436.8,1301.54,419.62,29.2
108,1036,Ministry of Road Transport & Highways,Roads & Highways,4L from Km 55.00 Kuru to Km 95.400 Udaipura on NH-75 Sec-I,NHAI,618832,-,-,Jharkhand,02/2024,01/2026,01/2028,01/2028,1274.82,1274.82,253.64,11.1
108,1037,Ministry of Road Transport & Highways,Roads & Highways,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,NHAI,618863,-,-,Jharkhand,02/2017,11/2019,08/2024,08/2026,662.44,826.59,825.2,98.5
108,1038,Ministry of Road Transport & Highways,Roads & Highways,4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I,NHAI,618947,-,-,Jharkhand,03/2018,12/2021,07/2023,10/2026,1504.8,1508.21,1038.65,91.83
108,1039,Ministry of Road Transport & Highways,Roads & Highways,4L of Basukinath- Deoghar Section of NH-114A,NHAI,618949,-,-,Jharkhand,09/2022,12/2023,12/2025,08/2026,1444.94,1553.76,781.51,90.53
109,1040,Ministry of Road Transport & Highways,Roads & Highways,Construction of Bypass to NH-114A Connecting NH-333 and NH-133 Deoghar Bypass from design km 0.000 to design Km 49.000,NHAI,618950,-,-,Jharkhand,11/2024,01/2026,01/2028,01/2028,1565.47,1565.47,106.04,12.0
109,1041,Ministry of Road Transport & Highways,Roads & Highways,Construction of bypass around Chatra Town on NH-22 old NH-99 in the state of Jharkhand under EPC Mode,MoRTH,619005,-,-,Jharkhand,03/2023,01/2026,01/2028,01/2028,235.42,199.2,0.86,13.0
109,1042,Ministry of Road Transport & Highways,Roads & Highways,"Construction of Elevated corridor from Km. 135.650 to 136.300 on 63, from Km. 249 to Km. 250.050 on old NH-4 and from Km. 192.910 to Km. 193.350 on NH-218 from decongestion of traffic in Ranichennamma circle in Hubli city in the state of Karnataka on EPC basis",MoRTH,617935,-,-,Karnataka,08/2020,06/2021,06/2024,11/2026,298.0,349.49,232.09,65.0
109,1043,Ministry of Road Transport & Highways,Roads & Highways,Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 to existing Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NH O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated 22.11.2022,MoRTH,617950,-,-,Karnataka,11/2022,07/2025,01/2027,01/2027,204.42,204.42,9.76,22.0
109,1044,Ministry of Road Transport & Highways,Roads & Highways,Construction of Chintamani Bypass from Design Ch.0000 Existing Ch.428880 to Design Ch.15400 Existing Ch.444010 on NH-69 in the State of Karnataka in EPC Mode under NHO Annual Plan 2022-23. NH-69-KNT-2022-23-989 dated 24.03.2023,MoRTH,617951,-,-,Karnataka,03/2023,01/2026,07/2027,07/2027,314.55,314.55,7.02,14.0
109,1045,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved Shoulders from Km 40.00 to Km 75.00 Existing chainages of Mangalore - Tumkur section of NH-73 in the State of Karnataka on EPC Mode under Annual Plan 2021-22 Job No NH-73-KNT-2021-22-945,MoRTH,617955,-,-,Karnataka,03/2022,03/2023,03/2025,12/2026,718.52,718.52,312.83,85.0
109,1046,Ministry of Road Transport & Highways,Roads & Highways,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,MoRTH,617989,-,-,Karnataka,03/2019,05/2019,11/2021,04/2027,157.32,187.61,103.33,69.0
109,1047,Ministry of Road Transport & Highways,Roads & Highways,Widening of existing 2 lane to 4 lane with paved shoulder from Designed km 25.15 to km 56.70 Except Km 52.70 to 53.50 of NH-169 Nellisara Camp to Thirthahalli of NH- 169 on Shimoga-Mangalore section in the state of Karnataka on EPC mode under Annual plan 2022-23 NH-169-KNT-2022-23-978 dated 08.03.2023,MoRTH,617997,-,-,Karnataka,03/2023,02/2026,02/2028,02/2028,538.71,538.71,20.63,6.0
109,1048,Ministry of Road Transport & Highways,Roads & Highways,Widening to existing 2 lane with paved Shoulder to 4 Lane with paved shoulder from design Km 153.00 to 168.27 Mala Gate to Karkala of NH -169 on Shimoga - Mangalore section in the state of Karnataka on EPC mode under Annula Plan 2021-22 Job No. NH-169-KNT-2021-22-949,MoRTH,617998,-,-,Karnataka,03/2022,02/2023,02/2025,11/2026,177.94,177.94,115.6,83.0
109,1049,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2LPS from Km 67 to Km 115 on Kadur-Hosadurga section NH 173 in the state of Karnataka NH-173-KNT-2022-23-980 dated 13.03.2023,MoRTH,617999,-,-,Karnataka,03/2023,10/2024,05/2026,04/2027,471.62,471.62,91.74,69.54
