project_id,project_name,sector,state,implementing_agency,planned_start_date,planned_completion_date,actual_start_date,approved_cost,revised_cost,current_status,report_month,physical_progress,planned_progress,financial_progress,expenditure,monthly_expenditure,contractor_status,milestones_completed,milestones_total,milestones_overdue
709817,4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23],,(N22000576) Chhattisgarh,SECR,05/2024,11/2026,,169.06,169.06,Newly Added,March_2026,64,,12.81,21.65,,,,,
709818,4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23],,(N22000577) Chhattisgarh,SECR,05/2024,01/2027,,328.34,328.34,Newly Added,March_2026,32,,22.77,74.77,,,,,
709819,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,,(N22000579) Chhattisgarh,SECR,05/2025,12/2026,,167.64,167.64,Newly Added,March_2026,8,,2.25,3.77,,,,,
613785,Redevelopment of New Delhi Railway Station and construction of associated infrastructure,,,Rail Land Development Authority,-,,,Delhi,01/2023,Newly Added,March_2026,12/2028,,,06/2024,,,,,
617379,Development of New Bijwasan Railway Terminal,,,Northern Railways,-,,,Delhi,02/2008,Newly Added,March_2026,03/2020,,,03/2013,,,,,
705583,Anand Vihar-Tilak Bridge 3rd & 4th line,,(N22000281) Delhi,CAO/C/NR,03/2013,03/2023,,667,667,Newly Added,March_2026,23,,45.51,303.54,,,,,
611918,Kosamba Umarpada 70 Km,,,PCE/WR,-,,,Gujarat,07/2023,Newly Added,March_2026,03/2027,,,07/2022,,,,,
611943,New Broad Gauge line between Naliya to Jakhau Port,,(N22000550) Gujarat,Western Railway [WR] - II,02/2023,01/2028,,410.26,410.26,Newly Added,March_2026,5,,2.45,10.04,,,,,
611945,Petlad Bhadran 23 Kms,,(N22000538) Gujarat,Western Railway,05/2022,05/2030,,307.11,307.11,Newly Added,March_2026,17,,4.62,14.2,,,,,
611970,Samlaya Timba Road 54 km,,(N22000540) Gujarat,PCE/WR,02/2023,03/2030,,670.17,670.17,Newly Added,March_2026,12,,6.75,45.21,,,,,
611971,Samni Jambusar 24 km,,(N22000541) Gujarat,PCE/WR,05/2022,03/2030,,350,349.93,Newly Added,March_2026,31,,20.3,71.05,,,,,
611974,Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms,,,Western Railway [WR] - II,-,,,Gujarat,08/2023,Newly Added,March_2026,12/2026,,,08/2023,,,,,
611977,Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives Manufacturing  at,,,PCE/WR,-,,,Gujarat,05/2022,Newly Added,March_2026,02/2025,,,02/2023,,,,,
611978,Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at,,,PCE/WR,-,,,Gujarat,11/2022,Newly Added,March_2026,03/2025,,,03/2023,,,,,
611979,Sabarmati  Setting up of Maintenance Facilities for Train Sets Phase ii,,,Western Railway [WR] - II,-,,,Gujarat,01/2023,Newly Added,March_2026,06/2025,,,04/2023,,,,,
612072,4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS,,(N22000532) Gujarat,Western Railway WR - II,02/2023,03/2027,,961.67,961.67,Newly Added,March_2026,21,,51.58,496.02,,,,,
613786,"Redevelopment of Ahmedabad railway station and associated infrastructure on engineering, procurement and construction mode",,,Rail Land Development Authority,-,,,Gujarat,01/2023,Newly Added,March_2026,03/2028,,,11/2023,,,,,
618972,Devbhumi Dwarka [Okha] - Kanalus Doubling,,,Western Railway [WR] - II,-,,,Gujarat,12/2025,Newly Added,March_2026,12/2028,,,12/2025,,,,,
705458,Miyagam-Karjan-Dabhoi-Samlaya [GC],,(N22000142) Gujarat,Western Railway [WR] - II,01/2017,03/2021,,483.88,1039.13,Newly Added,March_2026,42,,62.97,654.38,,,,,
706757,Modasa-Shamlaji Road Railway Line Project,,(N22000622) Gujarat,Western Railway WR - II,04/2008,03/2025,,262,262,Newly Added,March_2026,64,,139.4,365.22,,,,,
706763,Rajkot - Kanalus Doubling Project [111.2 Kms],,(N22000535) Gujarat,Western Railway WR - II,12/2021,10/2026,,1080.58,1080.58,Newly Added,March_2026,81,,84.8,916.33,,,,,
709812,NADIAD-PETLAD [37.26 KM],,(N22000539) Gujarat,Railway,10/2023,06/2030,,461.91,461.91,Newly Added,March_2026,8,,38.7,178.78,,,,,
709813,NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND & BOTAD-AHMEDABAD [16.51 KM],,(N22000551) Gujarat,Western Railway [WR] - II,07/2025,06/2028,,437.21,437.21,Newly Added,March_2026,21,,26.55,116.06,,,,,
611884,Bhiwani - Dobh Bahali Doubling Project [42.30 Km],,(N22000604) Haryana,North Western Railway [NWR],02/2023,02/2028,,471,471,Newly Added,March_2026,72,,53.18,250.47,,,,,
617372,Doubling between Pradhankunta-Patherih-Bhojudih of East Central Railway,,,East Central Railway [ECR] - I,-,,,Jharkhand,11/2022,Newly Added,March_2026,12/2025,,,11/2022,,,,,
617832,Koderma-Arigada Doubling 133.38 Km of East Central Railway,,,East Central Railway [ECR] - I,-,,,Jharkhand,06/2025,Newly Added,March_2026,12/2029,,,06/2025,,,,,
705765,Gomoh - Flyover for DN trains,,(N22000611) Jharkhand,East Central Railway [ECR] - I,01/2018,03/2026,,686,686,Newly Added,March_2026,66,,90.67,621.98,,,,,
705785,Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection,,(N22000508) Jharkhand,South Eastern Railway [SER] - I,03/2019,06/2026,,473,473,Newly Added,March_2026,5,,63.99,302.69,,,,,
706837,Pradhan Kuntha Jn Line Doubling Project,,(N22000529) Jharkhand,East Central Railway [ECR] - I,11/2022,11/2027,,349.22,349.22,Newly Added,March_2026,71.2,,34.27,119.69,,,,,
400023,Construction of New BG line between Hassan to Belur [27 Km],,(N22000558) Karnataka,South Western Railway [SWR] - II,12/2025,04/2028,,749,749,Newly Added,March_2026,0.3,,0.13,0.94,,,,,
703585,Yeshvanthpur - Channasandra Doubling Project [21.70 Km],,(N22000543) Karnataka,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],10/2019,03/2024,,314.1,683.57,Newly Added,March_2026,56,,24.74,169.1,,,,,
705434,New Railway Line between Ginigera and Raichur [165.57 km],,,South Western Railway [SWR] - II,-,,,Karnataka,03/2008,Newly Added,March_2026,03/2019,,,05/2009,,,,,
705490,Gadag-Wadi New Railway Line [257 km],,(N22000299) Karnataka,South Western Railway [SWR] - II,08/2017,03/2027,,2842,6700,Newly Added,March_2026,34,,22.59,1513.54,,,,,
705492,Kadur - Chickamagalur - Sakleshpur [93km],,(N22000486) Karnataka,South Western Railway [SWR] - II,11/2016,06/2025,,825,825,Newly Added,March_2026,84,,92.13,760.05,,,,,
705495,Bagalkot-Kudachi New Railway Line [142 km],,(N22000258) Karnataka,South Western Railway [SWR] - II,11/2012,03/2027,,1378,1649,Newly Added,March_2026,35.8,,47.49,783.19,,,,,
705496,Tumkur-Chitradurga-Davangere New Rail Line Project [191 km],,(N22000256) Karnataka,South Western Railway [SWR] - II,01/2017,03/2019,,1876,1876,Newly Added,March_2026,15,,28.96,543.22,,,,,
705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,,(N22000621) Karnataka,South Western Railway [SWR] - II,06/2022,02/2026,,493,493,Newly Added,March_2026,85,,60.35,297.52,,,,,
705761,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],,(N22000559) Karnataka,South Western Railway [SWR] - II,02/2023,12/2027,,1454,1454,Newly Added,March_2026,13,,5.99,87.13,,,,,
705941,Bangalore Suburban Railway Project,,,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],-,,,Karnataka,10/2020,Newly Added,March_2026,12/2026,,,10/2020,,,,,
706835,Belgaum-Dharwad via Kittur [73.10Km],,(N22000557) Karnataka,South Western Railway [SWR] - II,03/2025,12/2027,,1591,1591,Newly Added,March_2026,0,,0.02,0.38,,,,,
705638,Kumbalam-Turavur doubling project [15.59 Km],,(N22000620) Kerala,Ministry of Railways,04/2023,03/2027,,813,802.8,Newly Added,March_2026,30,,12.61,101.22,,,,,
705639,Ernakulam-Kumbalam doubling project [7.71 Km],,(N22000619) Kerala,SR-ERS,04/2023,03/2028,,601,595.39,Newly Added,March_2026,24.5,,50.49,300.61,,,,,
705480,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",,(220100232) Madhya Pradesh,North Central Railway,03/1998,03/2027,,8914,8914,Newly Added,March_2026,74,,76.03,6777.67,,,,,
705659,Satna-Rewa Railway Line Doubling Project,,(N22000554) Madhya Pradesh,West Central Railway [WCR] - II,08/2017,03/2026,,500,584,Newly Added,March_2026,86,,96.41,563.03,,,,,
705660,Doubling of Katni - Singrauli Railway Line [261 km],,(N22000351) Madhya Pradesh,Indian Railway Construction International Limited [IRCON],03/2017,12/2025,,2445,4377,Newly Added,March_2026,81,,75.55,3306.78,,,,,
705661,Katni Grade Separator/Bye Pass,,(N22000416) Madhya Pradesh,Indian Railway Construction International Limited [IRCON],09/2017,09/2024,,1248,1248,Newly Added,March_2026,95,,145.03,1810.01,,,,,
705763,Indore - Budni New Railway Line [198 kms],,(N22000601) Madhya Pradesh,RVNL - II,10/2020,09/2030,,7474,7474,Newly Added,March_2026,35,,33.84,2529.03,,,,,
705933,Nimach-Ratlam Doubling [133 Km],,(N22000536) Madhya Pradesh,Western Railway [WR] - II,10/2021,10/2027,,1095.88,1095.88,Newly Added,March_2026,94,,117.25,1284.91,,,,,
400019,DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS],,(N22000514) Maharashtra,Central Railway,04/2023,12/2026,,492.76,1170.83,Newly Added,March_2026,25,,41.08,480.92,,,,,
400271,Wardha-Nanded Via Yavatmal New BG Line,,(N22000231) Maharashtra,Central Railway [CR] - II,04/2008,03/2025,,3445,3445,Newly Added,March_2026,50,,87.17,3002.93,,,,,
611751,AURANGABAD-ANKAI - DOUBLING PROJECT 98.25 Km,,,South Central Railway [SCR] - II,-,,,Maharashtra,05/2023,Newly Added,March_2026,03/2027,,,05/2023,,,,,
613015,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,,,Rail Land Development Authority,-,,,Maharashtra,04/2023,Newly Added,March_2026,03/2027,,,07/2023,,,,,
617201,Gondia-Balharshah [Chanda Fort] Doubling [240 Km],,,South East Central Railway,-,,,Maharashtra,04/2025,Newly Added,March_2026,03/2031,,,04/2025,,,,,
617215,Doubling between Parbhani  Parli Vaijanath stations  64.71 Km,,,South Central Railway [SCR] - II,-,,,Maharashtra,12/2023,Newly Added,March_2026,03/2028,,,12/2023,,,,,
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,,CentralRailway,-,,,Maharashtra,10/2024,Newly Added,March_2026,03/2028,,,10/2024,,,,,
617364,Double Chord line Between Nilaje-Kopar,,,CentralRailway,-,,,Maharashtra,01/2025,Newly Added,March_2026,07/2028,,,01/2025,,,,,
705356,Ahmednagar - Beed - Parli - Vaijnath  New Broad Gauge Line Railway Project [261.3 km],,(220100181) Maharashtra,Central Railway [CR] - II,10/2002,03/2026,,2538.67,4957.27,Newly Added,March_2026,98,,103.55,5133.5,,,,,
705357,Baramati Lonand New Line Project,,(N22000615) Maharashtra,Central Railway,03/1999,03/2027,,138.48,1843.9,Newly Added,March_2026,60,,51.58,951.07,,,,,
705479,Wadsa-Gadchiroli,,(N22000480) Maharashtra,South East Central Railway,03/2012,03/2027,,1886,1886,Newly Added,March_2026,65,,41.16,776.21,,,,,
705498,3rd Line Kalyan - Kasara [67.35 Kilometres],,(N22000233) Maharashtra,Central Railway,09/2015,12/2026,,792.89,1395.79,Newly Added,March_2026,71,,74.04,1033.38,,,,,
705500,3rd Line Wardha - Sewagram - Nagpur,,(N22000250) Maharashtra,Central Railway [CR] - II,05/2016,12/2025,,540.02,916.53,Newly Added,March_2026,88,,88.55,811.58,,,,,
705502,3rd Line Wardha - Ballarshah [132 Kilometres],,(N22000356) Maharashtra,Central Railway [CR] - II,12/2016,12/2025,,1384.72,2033.59,Newly Added,March_2026,98,,87.38,1776.89,,,,,
705503,Pune - Miraj-Londa  [467 Kilometres],,(N22000359) Maharashtra,Central Railway,06/2016,02/2025,,4027.53,4872.52,Newly Added,March_2026,100,,107.72,5248.72,,,,,
705504,Doubling of Daund Manmad Line [247.6 km],,(N22000360) Maharashtra,Central Railway,03/2017,12/2025,,2081.27,3267.06,Newly Added,March_2026,92,,92.76,3030.48,,,,,
705505,4th Line Wardha - Nagpur [78.7 Kilometres],,(N22000362) Maharashtra,Central Railway [CR] - II,05/2018,12/2025,,637.95,1214.69,Newly Added,March_2026,88,,84.94,1031.75,,,,,
705506,3rd Line Manmad - Jalgaon [160 Kilometres],,(N22000361) Maharashtra,Central Railway [CR] - II,04/2018,12/2024,,1035.16,1870,Newly Added,March_2026,100,,97.17,1817.02,,,,,
705735,Solapur-tuljapur-Osmanabad,,(N22000513) Maharashtra,Central Railway,12/2023,03/2027,,904.92,3295.74,Newly Added,March_2026,12,,36.86,1214.94,,,,,
705799,Nagpur- Nagbhir Railway Line Gauge Conversion Project,,(N22000629) Maharashtra,MRIDC,04/2020,12/2025,,1400,1400,Newly Added,March_2026,80,,105.14,1472,,,,,
706779,Mumbai Urban Transport Project [MUTP] - PHASE II,,(N22000092) Maharashtra,Mumbai Rail Vikas Corporation Ltd.[MRVC],04/2008,03/2014,,8087,8087,Newly Added,March_2026,90,,92.81,7505.83,,,,,
706780,Mumbai Urban Transport Project [MUTP]  Phase-IIIA,,(N22000627) Maharashtra,Mumbai Rail Vikas Corporation Ltd.[MRVC],04/2019,12/2027,,33690,33690,Newly Added,March_2026,22,,10.35,3485.59,,,,,
706781,Mumbai Urban Transport Project Phase-III,,,Mumbai Rail Vikas Corporation Ltd.[MRVC],-,,,Maharashtra,11/2016,Newly Added,March_2026,03/2022,,,12/2016,,,,,
705391,Jiribam-Imphal new line project,,(220100288) Manipur,Northeast Frontier Railway [NFR],12/2007,12/2026,,14323,21885.9,Newly Added,March_2026,72.1,,73.2,16020.78,,,,,
705491,Marikuppam - Kuppam New Line Project [23.70 Km],,"(N22000308) Multi-States (Andhra Pradesh, Karnataka)",South Western Railway [SWR] - II,10/2018,06/2026,,297,297,Newly Added,March_2026,21,,49.08,145.78,,,,,
705494,Rayadurg-Tumkur via Kalyandurg New Line [207 km],,"(N22000279) Multi-States (Andhra Pradesh, Karnataka)",South Western Railway [SWR] - II,07/2010,09/2015,,2496,2496,Newly Added,March_2026,72,,75.67,1888.77,,,,,
705610,"Renigunta, Wadi & Gooty Bypass Railway Project",,"(N22000587) Multi-States (Andhra Pradesh, Karnataka)",South Central Railway [SCR] - II,04/2016,12/2025,,302,543,Newly Added,March_2026,89.02,,116.71,633.71,,,,,
617212,Doubling between Mudkhed  Medchal & Mahbubnagar  Dhone section 417.88 Km,,,South Central Railway [SCR] - II,-,,,Multi-States,Andhra Pradesh,Newly Added,March_2026,Telangana),,,Maharashtra,,,,,
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],,"(N22000409) Multi-States (Andhra Pradesh, Odisha)",RVNL - II,11/2016,12/2025,,4803,6669.91,Newly Added,March_2026,96,,92.87,6194.54,,,,,
705512,Doubling of Kottavalasa-Koraput Rail Line [189 KM],,"(N22000377) Multi-States (Andhra Pradesh, Odisha)",East Coast Railway [ECoR] - II,01/2016,03/2022,,2500,2500,Newly Added,March_2026,73,,85.19,2129.81,,,,,
400275,Tindivanam-Nagari New Line Project [184.5 km],,"(N22000085) Multi-States (Andhra Pradesh, Tamil Nadu)",Ministry of Railways,10/2008,09/2025,,3631,3631,Newly Added,March_2026,16.24,,33.68,1222.79,,,,,
616857,Doubling between Motumari  Vishnupuram - 88.81 Km and Rail over Rail - RoR at Motumari - 10.877 Km,,,South Central Railway [SCR] - II,-,,,Multi-States,Andhra Pradesh,Newly Added,March_2026,02/2024,,,Telangana,,,,,
617211,Doubling of Guntur Bibinagar 239 Km,,,South Central Railway [SCR] - II,-,,,Multi-States,Andhra Pradesh,Newly Added,March_2026,08/2023,,,Telangana,,,,,
617214,Rail Connectivity to Errupalem Amravati Namburu 57 Km,,,South Central Railway [SCR] - II,-,,,Multi-States,Andhra Pradesh,Newly Added,March_2026,11/2024,,,Telangana,,,,,
705612,Kazipet-Vijayawada 3rd line with electrification [220 km],,"(N22000261) Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,08/2014,02/2025,,1953,3363,Newly Added,March_2026,95,,152.6,5132.1,,,,,
705632,Vijayawada - Kazipet Byepass line,,"(N22000586) Multi-States (Andhra Pradesh, Telangana)",South Central Railway [SCR] - II,04/2016,01/2025,,647,904,Newly Added,March_2026,95,,135.96,1229.06,,,,,
705401,Murkongselek-Pasighat,,"(N22000208) Multi-States (Arunachal Pradesh, Assam)",Northeast Frontier Railway [NFR] - II,03/2023,03/2025,,435,1250,Newly Added,March_2026,67,,67.49,843.65,,,,,
616701,Lumding Furkating Doubling Project 140 km,,,Northeast Frontier Railway [NFR],-,,,Multi-States,Assam,Newly Added,March_2026,02/2024,,,Nagaland,,,,,
705392,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],,"(N22000124) Multi-States (Assam, Nagaland)",Northeast Frontier Railway [NFR] - II,02/2016,03/2025,,6663,6663,Newly Added,March_2026,42,,91.72,6111.34,,,,,
705794,New Delhi- Howrah Speed Booster[160Kmph] Project,,,PCE/NCR,-,,,Multi-States,Bihar Delhi,Newly Added,March_2026,"Pradesh, West",,,Jharkhand Uttar,,,,,
616699,Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm,,,East Central Railway [ECR] - I,-,,,Multi-States,Bihar Jharkhand,Newly Added,March_2026,(08/2023),,,08/2023,,,,,
705375,Koderma-Tilaiya New Line,,"(220100305) Multi-States (Bihar, Jharkhand)",East Central Railway [ECR] - I,03/2002,02/2025,,1626,2486.62,Newly Added,March_2026,95.4,,87.84,2184.16,,,,,
705385,Pirpainti - Jasidih [100.52 Km] New BG line,,"(N22000219) Multi-States (Bihar, Jharkhand)",Eastern Railway [ER] - I,03/2022,03/2028,,2555,2555,Newly Added,March_2026,61.6,,43.38,1108.34,,,,,
611669,NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl]  Chhapra Gramin & Burhwal Jn [Excl]  Sitapur Jn section of high density routes,,,North Eastern Railway [NER],-,,,Multi-States,Bihar Uttar,Newly Added,March_2026,05/2022,,,Pradesh,,,,,
617224,Gorakhpur-Valmikinagar Doubling project,,,NER,-,,,Multi-States,Bihar Uttar,Newly Added,March_2026,08/2023,,,Pradesh,,,,,
705562,Chhapra-Ballia Patch Doubling,,"(N22000134) Multi-States (Bihar, Uttar Pradesh)",North Eastern Railway [NER],12/2015,02/2025,,963,1046,Newly Added,March_2026,95.8,,87.42,914.38,,,,,
617245,Katihar Kumedpur & Katihar Mukuria BG Doubling Project,,,Northeast Frontier Railway [NFR],-,,,Multi-States,Bihar West,Newly Added,March_2026,08/2022,,,Bengal,,,,,
618978,Gondia - Dongargarh 4th line [84 Km],,,South Eastern Central Railway,-,,,Multi-States,Chhattisgarh,Newly Added,March_2026,10/2025,,,Maharashtra,,,,,
705617,Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km],,"(N22000420) Multi-States (Chhattisgarh, Maharashtra)",South East Central Railway [SECR] - II,12/2016,12/2024,,3545,3545,Newly Added,March_2026,96,,102.21,3623.47,,,,,
617390,Sardega -Bhalumuda New Double line [37.24 Km],,,SECR,-,,,Multi-States,Chhattisgarh,Newly Added,March_2026,09/2024,,,Odisha,,,,,
705511,Jagdalpur-Koraput,,"(N22000376) Multi-States (Chhattisgarh, Odisha)",East Coast Railway [ECoR] - II,03/2016,03/2024,,1547,1547,Newly Added,March_2026,93.86,,88.56,1369.95,,,,,
705616,Jharsuguda-Bilaspur Fourth Railway Line [206 km],,"(N22000484) Multi-States (Chhattisgarh, Odisha)",SECR,09/2016,10/2024,,2140,2979,Newly Added,March_2026,96,,75.1,2237.23,,,,,
705728,Mumbai-Ahmedabad High Speed Rail Project- 508 km,,"(N22000463) Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",National High Speed Rail Corporation [NHSRC],09/2017,08/2027,,108000,108000,Newly Added,March_2026,59.1,,83.7,90395.89,,,,,
705793,Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl. Vadodara-Ahmedabad,,,PCE/WR,-,,,Multi-States (Delhi,Gujarat Madhya,Newly Added,March_2026,"Maharashtra,",,,Pradesh,,,,,
705650,Hospet - Tinaighat - Vasco Rail Doubling Project,,"(N22000297) Multi-States (Goa, Karnataka)",RVNL - II,07/2012,03/2027,,5060,5060,Newly Added,March_2026,86.13,,104.73,5299.33,,,,,
706950,Hospet-Hubli-Vasco da Gama Line Electrification Project,,,RVNL,-,,,Multi-States (Goa,Karnataka,Newly Added,March_2026,(05/2018),,,07/2015,,,,,
705237,Western Dedicated Freight Corridor,,"(N22000464) Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",DFCCIL,01/2012,03/2022,,51101,124005,Newly Added,March_2026,96,,100.5,124623,,,,,
705453,"New line Dahod-Indore via Sardarpur, Jabuwa and Dhar",,"(N22000139) Multi-States (Gujarat, Madhya Pradesh)",Western Railway [WR] - II,06/2012,02/2027,,456.07,3516.77,Newly Added,March_2026,53,,113.94,4006.93,,,,,
705454,Chhota Udaipur - Dhar New Line Project [157 km],,"(N22000138) Multi-States (Gujarat, Madhya Pradesh)",Western Railway [WR] - II,01/2014,12/2025,,1794,1794,Newly Added,March_2026,80.3,,101.27,1816.87,,,,,
611452,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM,,"(N22000434) Multi-States (Gujarat, Maharashtra)",Western Railway,03/2023,12/2025,,311,311,Newly Added,March_2026,93,,84.7,263.42,,,,,
400022,Taranga Hill-Abu Road via Ambaji,,"(N22000592) Multi-States (Gujarat, Rajasthan)",North Western Railway [NWR],07/2022,07/2030,,2798,2798,Newly Added,March_2026,30,,82.98,2321.81,,,,,
616842,LUNI- SAMDARI- BHILDI DOUBLING,,,North Western Railway [NWR],-,,,Multi-States,Gujarat,Newly Added,March_2026,02/2024,,,Rajasthan,,,,,
705424,Chandigarh-Baddi New Rail Line- 36 km,,"(N22000467) Multi-States (Haryana, Himachal Pradesh)",Northen Railway [NR],02/2018,12/2026,,1540,1540.13,Newly Added,March_2026,42,,37.59,578.99,,,,,
611861,Rewari - Kathuwas Doubling Project [27.72 Km],,"(N22000606) Multi-States (Haryana, Rajasthan)",North Western Railway [NWR],12/2022,06/2027,,352,352,Newly Added,March_2026,75,,87.18,306.87,,,,,
705428,Bhanupalli-Bilaspur-Beri New Railway Line Project,,"(N22000273) Multi-States (Himachal Pradesh, Punjab)",RVNL - II,04/2015,12/2026,,13447,13447,Newly Added,March_2026,63,,56.2,7556.6,,,,,
705628,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,,"(N22000396) Multi-States (Jharkhand, Odisha)",South Eastern Railway - JH,02/2017,06/2025,,3029,3029.04,Newly Added,March_2026,90,,85.5,2589.94,,,,,
616588,Buramara-Chakulia new line [59.96 km],,,South Eastern Railway [SER] - I,-,,,Multi-States,Jharkhand,Newly Added,March_2026,Bengal),,,Odisha West,,,,,
616227,Chandil - Anara - Damodar - 3rd line [121.26 km],,,CAO/C/SER,-,,,Multi-States,Jharkhand West,Newly Added,March_2026,09/2024,,,Bengal,,,,,
705668,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,,"(N22000595) Multi-States (Jharkhand, West Bengal)",RVNL - I,01/2018,03/2025,,3250,3250,Newly Added,March_2026,97.5,,101.14,3286.92,,,,,
703586,Baiyyappanahalli - Hosur Doubling Project [48 km],,"(N22000542) Multi-States (Karnataka, Tamil Nadu)",Karnataka Rail Infrastructure Development Company Limited [K-RIDE],02/2019,03/2024,,498.7,748.7,Newly Added,March_2026,87.6,,92.82,694.91,,,,,
705635,Trivandrum- Kanyakumari,,"(N22000399) Multi-States (Kerala, Tamil Nadu)",Southern Railway [SR] - I,03/2016,03/2025,,1432,3785.45,Newly Added,March_2026,55,,75.93,2874.14,,,,,
705457,Ratlam-Mhow-Khandwa-Akola Gauge Conversion,,"(N22000120) Multi-States (Madhya Pradesh, Maharashtra)",Western Railway [WR] - II,03/2010,03/2027,,1656.25,6499.86,Newly Added,March_2026,83,,70.87,4606.71,,,,,
705507,Itarsi - Nagpur Third Railway Line [280 km],,"(N22000358) Multi-States (Madhya Pradesh, Maharashtra)",Central Railway [CR] - II,09/2016,03/2027,,2449.91,2506.68,Newly Added,March_2026,55,,83.24,2086.49,,,,,
617406,RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT,,,North Western Railway [NWR],-,,,Multi-States,Madhya Pradesh,Newly Added,March_2026,10/2015,,,Rajasthan,,,,,
705419,Gwalior - Seopurkala with extension to Kota [Gauge Conversion],,"(N22000148) Multi-States (Madhya Pradesh, Rajasthan)",North Central Railway,07/2018,03/2025,,2913,2913,Newly Added,March_2026,89,,73.62,2144.59,,,,,
705481,Ramganjmandi-Bhopal New Line Project [276.50 km],,"(220100314) Multi-States (Madhya Pradesh, Rajasthan)",West Central Railway [WCR] - II,10/2004,12/2025,,3032,5073,Newly Added,March_2026,81,,79.63,4039.87,,,,,
705764,Nimach-Badi Sadri  New Rail Line Project,,"(N22000503) Multi-States (Madhya Pradesh, Rajasthan)",Western Railway [WR] - II,09/2021,03/2026,,495,825,Newly Added,March_2026,61,,28.87,238.2,,,,,
705667,Mathura-Jhansi Third Railway Line [274 Km],,"(N22000501) Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",RVNL - II,03/2018,12/2024,,5961,5961,Newly Added,March_2026,94.96,,85.52,5097.69,,,,,
705598,Jhansi - Bina Third Railway Line [153 Km],,"(N22000496) Multi-States (Madhya Pradesh, Uttar Pradesh)",CAO/C/NCR,03/2018,03/2022,,2002,2002,Newly Added,March_2026,96,,95.52,1912.33,,,,,
705608,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,,"(N22000495) Multi-States (Madhya Pradesh, Uttar Pradesh)",North Central Railway,04/2019,03/2026,,4330,4330,Newly Added,March_2026,67,,63.75,2760.45,,,,,
705613,Third Line [new] between Kazipet - Balharshah  with electrification [201.04 Km],,"(N22000367) Multi-States (Maharashtra, Telangana)",South Central Railway [SCR] - II,10/2016,01/2025,,2595,3071,Newly Added,March_2026,94.6,,133.79,4108.55,,,,,
705629,Narayangarh-Bhadrak 3rd line,,"(N22000506) Multi-States (Odisha, West Bengal)",South Eastern Railway [SER] - I,03/2017,12/2025,,2400,3425.32,Newly Added,March_2026,75,,74.24,2542.79,,,,,
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,,"(N22000626) Multi-States (Puducherry, Tamil Nadu)",Ministry of Railways,01/2019,03/2027,,713,981,Newly Added,March_2026,80,,64.55,633.24,,,,,
705432,Sivok-Rangpo New Rail Line,,"(N22000102) Multi-States (Sikkim, West Bengal)",Indian Railway Construction International Limited [IRCON],05/2010,05/2015,,7877,11775,Newly Added,March_2026,92.5,,90.18,10618.63,,,,,
602797,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project",,"(N22000631) Multi-States (Uttar Pradesh, West Bengal)",Eastern Railway [ER] - I,12/2017,03/2027,,461.64,461.64,Newly Added,March_2026,20.5,,51.76,238.93,,,,,
