report_month,state,ministry,sector,project_count,original_cost,revised_cost,expenditure
October_2025,Uttar Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,3,49730.1,49730.1,41774.16
October_2025,Uttar Pradesh,41774.16,Waste & Water,2,797.47,797.47,5957.01
October_2025,Uttar Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,11068.45,11068.5,8286.57
October_2025,Uttar Pradesh,8286.57,Oil & Gas,3,17824.68,18213.1,1645.07
October_2025,Uttar Pradesh,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3526.99
October_2025,Uttar Pradesh,Ministry of Power,Electricity Generation,2,28284.42,30471.2,14867.23
October_2025,Uttar Pradesh,14867.23,Transmission & Distribution,3,8114.81,8114.81,2073.46
October_2025,Uttar Pradesh,Ministry of Railways,Railways,26,92690.92,167547.0,147592.53
October_2025,Uttarakhand,Department of Higher Education,Education,1,650.85,650.85,195.52
October_2025,Uttarakhand,"Department of Water Resources, River Development & GR",Water Resources,1,2584.1,2584.1,968.52
October_2025,Uttarakhand,Ministry of Housing & Urban Affairs,Real Estate,1,150.97,150.97,18.95
October_2025,Uttarakhand,Ministry of Labour and Employment,Healthcare,1,102.4,297.63,297.63
October_2025,Uttarakhand,Ministry of Power,Electricity Generation,3,11663.95,26070.0,20164.22
October_2025,Uttarakhand,Ministry of Railways,Railways,1,38953.0,38953.0,24645.15
October_2025,West Bengal,Department of Higher Education,Education,1,500.0,442.0,390.6
October_2025,West Bengal,Department of Telecommunications,Telecommunication,2,3462.17,3462.17,700.6
October_2025,West Bengal,"Department of Water Resources, River Development & GR",Waste & Water,1,154.73,154.73,96.17
October_2025,West Bengal,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1877.3,1877.3,418.18
October_2025,West Bengal,Ministry of Coal,Coal,13,15863.74,15863.7,2866.12
October_2025,West Bengal,Ministry of Mines,Construction,1,255.37,255.37,85.9
October_2025,West Bengal,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,9921.29
October_2025,West Bengal,9921.29,Oil & Gas,8,18159.65,19007.2,11678.42
October_2025,West Bengal,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3526.99
October_2025,West Bengal,3526.99,Shipping,2,551.91,551.91,447.78
October_2025,West Bengal,Ministry of Power,Electricity Generation,3,20091.84,20091.8,3721.21
October_2025,West Bengal,3721.21,Transmission & Distribution,2,751.63,751.63,1.03
October_2025,West Bengal,Ministry of Railways,Railways,15,47626.45,58198.4,34098.13
October_2025,West Bengal,Ministry of Steel,Steel,5,4214.67,4214.67,502.42
January_2026,Unknown,Department of Higher Education,Education,1,494.52,429.7,362.48
January_2026,Offshore,Ministry of Petroleum & Natural Gas,Oil & Gas,6,19714.58,22972.8,13054.32
January_2026,Offshore,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,177.0,197.0,383.41
January_2026,Offshore,Ministry of Railways,Railways,1,819.0,819.0,580.51
January_2026,PAN India,Department of Telecommunications,Telecommunication,5,141080.68,263402.0,73544.16
January_2026,PAN India,Ministry of Railways,Railways,1,274.39,274.39,0.0
January_2026,Andaman & Nicobar,Ministry of Housing & Urban Affairs,Real Estate,1,209.88,209.88,0.0
January_2026,Andhra Pradesh,Department for Promotion of Industry & Internal Trade,Real Estate,1,2139.44,2139.44,625.56
January_2026,Andhra Pradesh,Department of Higher Education,Education,1,305.0,305.0,62.16
January_2026,Andhra Pradesh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2381.99
January_2026,Andhra Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,10901.5,57269.5,27427.67
January_2026,Andhra Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1224.86,1224.86,756.23
January_2026,Andhra Pradesh,Ministry of Housing & Urban Affairs,Waste & Water,1,172.22,172.22,88.86
January_2026,Andhra Pradesh,Ministry of Labour and Employment,Healthcare,1,384.27,384.27,167.37
January_2026,Andhra Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,2898.34,3050.0,2446.67
January_2026,Andhra Pradesh,2446.67,Oil & Gas,4,37804.0,37864.0,32993.65
January_2026,Andhra Pradesh,Ministry of Power,Transmission & Distribution,7,20653.73,20653.7,6098.51
January_2026,Andhra Pradesh,Ministry of Railways,Railways,25,47518.61,55475.5,34409.69
January_2026,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,74,68855.71,67798.5,23792.1
January_2026,Arunachal Pradesh,Department of Higher Education,Education,1,592.61,592.61,550.61
January_2026,Arunachal Pradesh,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,299.42
January_2026,Arunachal Pradesh,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6678.0
January_2026,Arunachal Pradesh,Ministry of Power,Electricity Generation,4,41850.64,61640.8,29893.04
January_2026,Arunachal Pradesh,29893.04,Transmission & Distribution,2,4963.8,9338.7,7904.57
January_2026,Arunachal Pradesh,Ministry of Railways,Railways,1,435.0,1250.0,816.33
January_2026,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10,7190.77,7150.87,628.28
January_2026,Assam,Department of Higher Education,Education,1,153.71,153.71,125.03
January_2026,Assam,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,299.42
January_2026,Assam,"Department of Water Resources, River Development & GR",Water Resources,1,256.16,256.16,44.7
January_2026,Assam,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1712.0,2520.0,2558.19
January_2026,Assam,Ministry of Coal,Coal,2,449.23,449.23,187.08
January_2026,Assam,Ministry of Labour and Employment,Healthcare,1,143.23,154.75,116.08
January_2026,Assam,Ministry of Petroleum & Natural Gas,Energy Storage,3,10768.4,11947.4,10727.92
January_2026,Assam,10727.92,Oil & Gas,14,27720.47,38075.3,28233.63
January_2026,Assam,Ministry of Power,Electricity Generation,1,6285.33,26075.5,25826.41
January_2026,Assam,25826.41,Transmission & Distribution,1,5111.33,6700.0,5474.57
January_2026,Assam,Ministry of Railways,Railways,8,18227.15,19942.2,10973.02
January_2026,Assam,Ministry of Road Transport & Highways,Roads & Highways,53,46706.64,47312.2,10742.93
January_2026,Bihar,Department of Higher Education,Education,1,499.21,499.21,446.99
January_2026,Bihar,Department of Telecommunications,Telecommunication,4,4220.71,3992.24,1426.77
January_2026,Bihar,"Department of Water Resources, River Development & GR",Waste & Water,5,2351.43,2351.43,1303.45
January_2026,Bihar,"Department of Water Resources, River Development & GR",Water Resources,2,2193.34,3088.88,620.65
January_2026,Bihar,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3541.56,3541.56,1472.12
January_2026,Bihar,Ministry of Health & Family Welfare,Healthcare,1,250.0,500.0,86.21
January_2026,Bihar,86.21,Healthcare,1,1264.0,1264.0,0.0
January_2026,Bihar,Ministry of Housing & Urban Affairs,Urban Public Transport,1,13365.77,13365.8,4670.21
January_2026,Bihar,4670.21,Waste & Water,1,158.78,158.78,93.35
January_2026,Bihar,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10463.05
January_2026,Bihar,10463.05,Oil & Gas,7,25153.5,27018.2,13639.9
January_2026,Bihar,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3766.21
January_2026,Bihar,Ministry of Power,Electricity Generation,2,40387.09,43704.6,14939.73
January_2026,Bihar,14939.73,Transmission & Distribution,3,3119.63,3119.63,62.67
January_2026,Bihar,Ministry of Railways,Railways,21,41041.25,45509.6,72243.33
January_2026,Bihar,Ministry of Road Transport & Highways,Roads & Highways,60,71384.4,69965.8,16848.81
January_2026,Chhattisgarh,Department of Higher Education,Education,1,1188.97,1188.97,0.0
January_2026,Chhattisgarh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2381.99
January_2026,Chhattisgarh,"Department of Water Resources, River Development & GR",Water Resources,2,842.26,1109.33,855.96
January_2026,Chhattisgarh,Ministry of Coal,Coal,12,30153.29,30153.3,12458.01
January_2026,Chhattisgarh,12458.01,Railways,1,1686.22,2438.53,536.26
January_2026,Chhattisgarh,Ministry of Health & Family Welfare,Healthcare,3,975.0,972.85,480.99
January_2026,Chhattisgarh,Ministry of Petroleum & Natural Gas,Oil & Gas,3,10613.29,11024.0,7100.26
January_2026,Chhattisgarh,Ministry of Power,Electricity Generation,2,25321.0,25897.0,4691.43
January_2026,Chhattisgarh,Ministry of Railways,Railways,19,35085.53,39529.7,20556.24
January_2026,Chhattisgarh,Ministry of Road Transport & Highways,Roads & Highways,15,14004.52,14468.3,4740.53
January_2026,Chhattisgarh,Ministry of Steel,Metals & Mining,1,1700.0,1756.2,170.13
January_2026,Chhattisgarh,170.13,Steel,6,7530.14,10050.1,5922.63
January_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Housing & Urban Affairs,Waste & Water,1,210.0,210.0,0.0
January_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Power,Transmission & Distribution,1,4546.26,4546.26,4482.15
January_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Railways,Railways,1,108000.0,108000.0,86792.89
January_2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Road Transport & Highways,Roads & Highways,1,1909.74,2652.24,521.59
January_2026,Delhi,Department of Higher Education,Education,2,706.49,709.42,331.78
January_2026,Delhi,Department of Telecommunications,Telecommunication,1,248.2,248.2,236.91
January_2026,Delhi,Ministry of Health & Family Welfare,Healthcare,2,4799.19,4799.19,24.68
January_2026,Delhi,Ministry of Housing & Urban Affairs,Real Estate,1,32850.0,32841.0,12339.04
January_2026,Delhi,12339.04,Urban Public Transport,5,81868.36,81868.4,46375.62
January_2026,Delhi,Ministry of Power,Transmission & Distribution,2,2331.0,2331.0,1718.13
January_2026,Delhi,Ministry of Railways,Railways,5,19348.46,20637.1,10454.05
January_2026,Delhi,Ministry of Road Transport & Highways,Roads & Highways,4,7104.27,8860.76,5101.69
January_2026,Goa,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,255.69,255.69,154.3
January_2026,Goa,Ministry of Railways,Railways,2,5804.49,6182.62,6436.88
January_2026,Goa,Ministry of Road Transport & Highways,Roads & Highways,2,868.22,790.9,102.5
January_2026,Gujarat,Department of Higher Education,Education,1,490.63,490.63,319.74
January_2026,Gujarat,Department of Telecommunications,Telecommunication,1,336.89,301.13,241.21
January_2026,Gujarat,"Department of Water Resources, River Development & GR",Water Resources,2,25739.93,40082.8,36817.84
January_2026,Gujarat,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1668.1,1914.1,836.62
January_2026,Gujarat,Ministry of Coal,Electricity Generation,4,5421.78,5421.78,1768.57
January_2026,Gujarat,Ministry of Health & Family Welfare,Healthcare,3,1845.0,2477.48,2119.08
January_2026,Gujarat,Ministry of Housing & Urban Affairs,Real Estate,1,539.0,539.0,39.63
January_2026,Gujarat,39.63,Urban Public Transport,3,28177.49,30329.0,25661.57
January_2026,Gujarat,25661.57,Waste & Water,1,200.0,200.0,100.0
January_2026,Gujarat,Ministry of Labour and Employment,Healthcare,3,973.35,973.35,290.3
January_2026,Gujarat,Ministry of Petroleum & Natural Gas,Energy Storage,3,19472.86,19420.4,15439.6
January_2026,Gujarat,15439.60,Oil & Gas,11,32704.12,32357.3,23980.74
January_2026,Gujarat,"Ministry of Ports, Shipping and Waterways",Shipping,3,4514.64,4681.1,1468.98
January_2026,Gujarat,1468.98,"Tourism, Hospitality & Wellness",1,573.0,1238.05,545.51
January_2026,Gujarat,Ministry of Power,Electricity Generation,1,339.35,339.35,317.59
January_2026,Gujarat,317.59,Transmission & Distribution,16,69253.53,69253.5,12463.13
January_2026,Gujarat,Ministry of Railways,Railways,26,186558.1,264367.0,233831.79
January_2026,Gujarat,Ministry of Road Transport & Highways,Roads & Highways,37,36784.13,42387.0,18104.67
January_2026,Haryana,Department for Promotion of Industry & Internal Trade,Logistics Infrastructure,1,763.0,763.0,430.0
January_2026,Haryana,Ministry of Health & Family Welfare,Healthcare,1,1299.0,1646.43,529.46
January_2026,Haryana,Ministry of Housing & Urban Affairs,Urban Public Transport,2,11683.71,11683.7,164.63
January_2026,Haryana,164.63,Waste & Water,2,491.2,491.2,387.03
January_2026,Haryana,Ministry of Petroleum & Natural Gas,Energy Storage,1,9028.0,9028.0,7290.7
January_2026,Haryana,7290.70,Oil & Gas,5,45925.07,49596.1,35817.74
January_2026,Haryana,Ministry of Power,Transmission & Distribution,3,11696.0,11696.0,1951.94
January_2026,Haryana,Ministry of Railways,Railways,4,53464.0,126368.0,125721.58
January_2026,Haryana,Ministry of Road Transport & Highways,Roads & Highways,18,23259.76,25645.9,8623.89
January_2026,Himachal Pradesh,Department of Higher Education,Education,3,811.15,921.89,654.95
January_2026,Himachal Pradesh,Department of Telecommunications,Telecommunication,1,336.89,301.13,241.21
January_2026,Himachal Pradesh,Ministry of Power,Electricity Generation,4,7728.04,13783.7,4464.63
January_2026,Himachal Pradesh,Ministry of Railways,Railways,3,17005.0,17005.1,97341.9
January_2026,Himachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,16,12080.92,14921.1,5124.33
January_2026,Jammu and Kashmir,Department of Higher Education,Education,1,424.93,500.91,484.52
January_2026,Jammu and Kashmir,Department of Telecommunications,Telecommunication,1,336.89,301.13,241.21
January_2026,Jammu and Kashmir,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,861.37,861.37,271.48
January_2026,Jammu and Kashmir,Ministry of Health & Family Welfare,Healthcare,1,1828.0,2160.84,1504.97
January_2026,Jammu and Kashmir,Ministry of Petroleum & Natural Gas,Oil & Gas,2,1059.9,1059.9,267.19
January_2026,Jammu and Kashmir,Ministry of Power,Electricity Generation,4,22207.77,27945.1,13990.04
January_2026,Jammu and Kashmir,13990.04,Transmission & Distribution,1,218.6,218.6,2.71
January_2026,Jammu and Kashmir,Ministry of Road Transport & Highways,Roads & Highways,36,33884.54,34150.7,12170.24
January_2026,Jharkhand,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2381.99
January_2026,Jharkhand,"Department of Water Resources, River Development & GR",Water Resources,2,5430.04,12010.3,6061.1
January_2026,Jharkhand,Ministry of Coal,Coal,28,51354.95,51119.3,10762.88
January_2026,Jharkhand,10762.88,Railways,1,1799.64,2564.34,1663.13
January_2026,Jharkhand,Ministry of Health & Family Welfare,Healthcare,2,500.0,958.9,260.0
January_2026,Jharkhand,Ministry of Housing & Urban Affairs,Waste & Water,3,654.14,654.14,403.16
January_2026,Jharkhand,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10463.05
January_2026,Jharkhand,10463.05,Oil & Gas,3,2010.07,2010.07,662.23
January_2026,Jharkhand,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3766.21
January_2026,Jharkhand,Ministry of Power,Coal,2,2083.0,2365.0,999.33
January_2026,Jharkhand,999.33,Electricity Generation,2,33026.0,34660.0,19818.9
January_2026,Jharkhand,19818.90,Transmission & Distribution,1,1842.25,1842.25,1648.05
January_2026,Jharkhand,Ministry of Railways,Railways,13,37614.07,38474.7,10836.91
January_2026,Jharkhand,Ministry of Road Transport & Highways,Roads & Highways,28,32296.93,31304.7,10648.11
January_2026,Jharkhand,Ministry of Steel,Steel,6,2854.58,3572.87,1635.11
January_2026,Karnataka,Department for Promotion of Industry & Internal Trade,Real Estate,1,1701.81,1701.81,184.16
January_2026,Karnataka,"Department of Water Resources, River Development & GR",Water Resources,1,770.16,1606.07,1515.6
January_2026,Karnataka,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1143.4,1143.4,641.31
January_2026,Karnataka,Ministry of Housing & Urban Affairs,Urban Public Transport,2,41193.24,45483.2,39112.37
January_2026,Karnataka,39112.37,Waste & Water,2,337.69,337.69,178.89
January_2026,Karnataka,Ministry of Labour and Employment,Healthcare,2,428.92,428.92,235.37
January_2026,Karnataka,Ministry of Petroleum & Natural Gas,Energy Storage,1,678.0,1732.0,943.82
January_2026,Karnataka,943.82,Oil & Gas,5,9662.0,12693.6,9241.73
January_2026,Karnataka,"Ministry of Ports, Shipping and Waterways",Shipping,1,153.23,153.23,38.31
January_2026,Karnataka,Ministry of Power,Transmission & Distribution,9,21604.0,21604.0,5189.86
January_2026,Karnataka,Ministry of Railways,Railways,18,41130.29,47548.9,20869.56
January_2026,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,50,51884.25,52031.3,15381.68
January_2026,Karnataka,Ministry of Steel,Steel,1,1043.63,1043.63,443.37
January_2026,Kerala,Department of Higher Education,Education,2,2533.45,2744.4,673.2
January_2026,Kerala,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,484.57,484.57,128.81
January_2026,Kerala,Ministry of Housing & Urban Affairs,Urban Public Transport,1,1957.05,1957.05,567.33
January_2026,Kerala,Ministry of Petroleum & Natural Gas,Oil & Gas,4,9126.87,12120.9,5490.59
January_2026,Kerala,Ministry of Power,Transmission & Distribution,1,173.14,173.14,0.9
January_2026,Kerala,Ministry of Railways,Railways,3,2846.0,5183.64,3236.79
January_2026,Kerala,Ministry of Road Transport & Highways,Roads & Highways,17,44330.22,48484.0,14432.06
January_2026,Ladakh,Department of Telecommunications,Telecommunication,1,336.89,301.13,241.21
January_2026,Ladakh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,480.0,640.0,492.21
January_2026,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,3,1184.27,1184.27,762.25
January_2026,Madhya Pradesh,Department of Higher Education,Education,1,496.28,496.28,56.35
January_2026,Madhya Pradesh,Department of Telecommunications,Telecommunication,3,3883.82,3691.11,1185.56
January_2026,Madhya Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,2628.27,2941.14,3057.95
January_2026,Madhya Pradesh,Ministry of Coal,Coal,16,35799.19,35799.2,3610.06
January_2026,Madhya Pradesh,Ministry of Health & Family Welfare,Healthcare,2,650.0,650.0,221.41
January_2026,Madhya Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,2,14442.2,14442.2,8496.09
January_2026,Madhya Pradesh,8496.09,Waste & Water,4,1243.05,1303.47,1127.76
January_2026,Madhya Pradesh,Ministry of Mines,Metals & Mining,1,1856.36,1856.36,955.12
January_2026,Madhya Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,10088.0,10088.0,8056.6
January_2026,Madhya Pradesh,8056.60,Oil & Gas,3,53003.25,53414.0,10083.7
January_2026,Madhya Pradesh,Ministry of Power,Electricity Generation,1,20446.0,20446.0,1229.69
January_2026,Madhya Pradesh,1229.69,Transmission & Distribution,9,45890.32,45890.3,5535.02
January_2026,Madhya Pradesh,Ministry of Railways,Railways,19,58468.02,73753.8,55964.72
January_2026,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,36,27148.38,25878.4,6262.46
January_2026,Maharashtra,Department of Telecommunications,Telecommunication,4,7608.59,7608.59,2548.01
January_2026,Maharashtra,"Department of Water Resources, River Development & GR",Water Resources,11,22660.36,32345.7,34775.72
January_2026,Maharashtra,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,358.76
January_2026,Maharashtra,Ministry of Coal,Coal,26,12900.3,12900.3,2912.26
January_2026,Maharashtra,Ministry of Housing & Urban Affairs,Urban Public Transport,9,60255.66,74395.7,34808.89
January_2026,Maharashtra,34808.89,Waste & Water,4,814.94,814.94,673.99
January_2026,Maharashtra,Ministry of Labour and Employment,Healthcare,3,884.31,886.08,648.49
January_2026,Maharashtra,Ministry of Petroleum & Natural Gas,Energy Storage,1,281.35,389.67,247.89
January_2026,Maharashtra,247.89,Oil & Gas,11,32676.16,35504.2,21348.2
January_2026,Maharashtra,"Ministry of Ports, Shipping and Waterways",Healthcare,1,693.0,693.0,58.0
January_2026,Maharashtra,58.00,Shipping,2,6900.0,6900.0,6064.89
January_2026,Maharashtra,Ministry of Power,Transmission & Distribution,5,32596.67,32596.7,6599.38
January_2026,Maharashtra,Ministry of Railways,Railways,34,267898.34,360179.0,284146.53
January_2026,Maharashtra,Ministry of Road Transport & Highways,Roads & Highways,68,60588.49,61432.8,17390.5
January_2026,Manipur,Department of Sports,Education,1,906.47,611.74,569.37
January_2026,Manipur,"Department of Water Resources, River Development & GR",Water Resources,1,1449.44,1822.24,1837.91
January_2026,Manipur,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,499.0,499.0,161.3
January_2026,Manipur,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6678.0
January_2026,Manipur,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5474.57
January_2026,Manipur,Ministry of Railways,Railways,1,14323.0,21885.9,15849.48
January_2026,Manipur,Ministry of Road Transport & Highways,Roads & Highways,28,10293.03,10293.0,5536.14
January_2026,Meghalaya,Department of Telecommunications,Telecommunication,1,971.96,971.96,216.36
January_2026,Meghalaya,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6678.0
January_2026,Meghalaya,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5474.57
January_2026,Meghalaya,Ministry of Road Transport & Highways,Roads & Highways,12,6148.96,5995.63,836.84
January_2026,Mizoram,Department of Higher Education,Education,1,474.23,474.23,167.55
January_2026,Mizoram,Ministry of Petroleum & Natural Gas,Energy Storage,1,225.71,225.71,16.57
January_2026,Mizoram,16.57,Oil & Gas,1,9265.0,9265.0,6678.0
January_2026,Mizoram,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5474.57
January_2026,Mizoram,Ministry of Road Transport & Highways,Roads & Highways,21,14421.14,14565.7,2348.61
January_2026,Nagaland,Department of Higher Education,Education,1,275.63,275.63,261.7
January_2026,Nagaland,Ministry of Petroleum & Natural Gas,Oil & Gas,2,9492.62,9492.62,6695.08
January_2026,Nagaland,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5474.57
January_2026,Nagaland,Ministry of Railways,Railways,2,8786.7,8786.7,6006.95
January_2026,Nagaland,Ministry of Road Transport & Highways,Roads & Highways,19,6191.03,6745.08,703.09
January_2026,Odisha,Department of Higher Education,Education,2,1428.29,1042.06,867.08
January_2026,Odisha,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2381.99
January_2026,Odisha,"Department of Water Resources, River Development & GR",Water Resources,2,1556.46,5291.33,5560.14
January_2026,Odisha,Ministry of Coal,Coal,13,37048.73,34740.4,13753.68
January_2026,Odisha,13753.68,Electricity Generation,1,27212.96,27213.0,2616.26
January_2026,Odisha,Ministry of Labour and Employment,Healthcare,1,164.6,164.6,16.4
January_2026,Odisha,Ministry of Mines,Metals & Mining,4,6322.0,8702.17,5912.56
January_2026,Odisha,Ministry of Petroleum & Natural Gas,Energy Storage,2,12886.34,14217.0,12763.55
January_2026,Odisha,12763.55,Oil & Gas,6,25800.35,24283.5,16352.4
January_2026,Odisha,"Ministry of Ports, Shipping and Waterways",Shipping,1,3004.63,3004.63,1277.52
January_2026,Odisha,Ministry of Power,Electricity Generation,1,11843.75,12543.0,5442.33
January_2026,Odisha,5442.33,Transmission & Distribution,2,3065.19,3065.19,41.22
January_2026,Odisha,Ministry of Railways,Railways,28,43414.1,49171.3,31613.62
January_2026,Odisha,31613.62,Railways,1,267.61,267.61,0.0
January_2026,Odisha,Ministry of Road Transport & Highways,Roads & Highways,28,19570.95,22198.2,6426.29
January_2026,Puducherry,Department of Higher Education,Education,1,618.34,544.34,530.88
January_2026,Puducherry,Ministry of Railways,Railways,1,713.0,981.0,633.24
January_2026,Puducherry,Ministry of Road Transport & Highways,Roads & Highways,3,5669.29,5888.85,1489.49
January_2026,Punjab,Department of Higher Education,Education,2,559.3,559.3,329.51
January_2026,Punjab,"Department of Water Resources, River Development & GR",Water Resources,2,3727.07,5177.86,4333.05
January_2026,Punjab,Ministry of Health & Family Welfare,Healthcare,2,650.0,924.75,0.0
January_2026,Punjab,Ministry of Housing & Urban Affairs,Waste & Water,2,545.53,553.64,374.66
January_2026,Punjab,Ministry of Petroleum & Natural Gas,Oil & Gas,5,12693.36,12693.4,8229.18
January_2026,Punjab,Ministry of Power,Transmission & Distribution,1,5969.0,5969.0,1049.35
January_2026,Punjab,Ministry of Railways,Railways,3,15702.64,15703.0,96912.57
January_2026,Punjab,Ministry of Road Transport & Highways,Roads & Highways,31,42503.92,47280.3,19966.25
January_2026,Rajasthan,Department of Telecommunications,Telecommunication,2,758.54,530.07,387.43
January_2026,Rajasthan,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,2874.0,2874.0,829.9
January_2026,Rajasthan,Ministry of Coal,Electricity Generation,1,1813.0,1813.0,1752.16
January_2026,Rajasthan,Ministry of Petroleum & Natural Gas,Energy Storage,3,52618.05,88948.1,71985.94
January_2026,Rajasthan,71985.94,Oil & Gas,2,10599.0,10599.0,6722.93
January_2026,Rajasthan,Ministry of Power,Transmission & Distribution,21,75547.23,75547.2,21124.86
January_2026,Rajasthan,Ministry of Railways,Railways,23,88788.95,165500.0,150922.53
January_2026,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,20,14198.21,13977.3,7497.56
January_2026,Sikkim,Department of Higher Education,Education,2,999.82,924.82,450.25
January_2026,Sikkim,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,323.26,323.26,51.21
January_2026,Sikkim,Ministry of Health & Family Welfare,Healthcare,1,250.0,635.21,645.21
January_2026,Sikkim,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6678.0
January_2026,Sikkim,Ministry of Power,Electricity Generation,2,6686.33,7576.15,5608.51
January_2026,Sikkim,5608.51,Transmission & Distribution,1,4754.42,9129.32,7904.16
January_2026,Sikkim,Ministry of Railways,Railways,1,7877.0,11775.0,10027.63
January_2026,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,6,2629.21,2525.29,34.19
January_2026,Tamil Nadu,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1207.0,1207.0,230.44
January_2026,Tamil Nadu,Ministry of Coal,Electricity Generation,1,218.03,218.03,166.55
January_2026,Tamil Nadu,Ministry of Health & Family Welfare,Healthcare,1,1264.0,2021.51,387.07
January_2026,Tamil Nadu,Ministry of Housing & Urban Affairs,Urban Public Transport,1,63246.0,63246.0,30721.57
January_2026,Tamil Nadu,Ministry of Labour and Employment,Healthcare,1,152.95,177.01,119.22
January_2026,Tamil Nadu,Ministry of Mines,Metals & Mining,1,166.0,166.0,135.0
January_2026,Tamil Nadu,Ministry of Petroleum & Natural Gas,Energy Storage,3,2334.0,3448.71,1916.93
January_2026,Tamil Nadu,1916.93,Oil & Gas,4,38385.0,46153.0,6369.19
January_2026,Tamil Nadu,Ministry of Power,Transmission & Distribution,1,548.0,548.0,111.13
January_2026,Tamil Nadu,Ministry of Railways,Railways,7,8370.7,11242.2,6359.09
January_2026,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,38,49769.21,47732.0,15121.81
January_2026,Telangana,Department of Higher Education,Education,1,262.0,262.0,200.11
January_2026,Telangana,Department of Telecommunications,Telecommunication,3,3923.59,3923.59,1205.36
January_2026,Telangana,"Department of Water Resources, River Development & GR",Water Resources,4,11670.14,24129.6,11936.34
January_2026,Telangana,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,358.76
January_2026,Telangana,Ministry of Coal,Coal,7,2986.57,2986.57,1742.55
January_2026,Telangana,Ministry of Health & Family Welfare,Healthcare,1,1028.0,1365.95,947.53
January_2026,Telangana,Ministry of Housing & Urban Affairs,Construction,1,644.0,644.0,127.46
January_2026,Telangana,Ministry of Petroleum & Natural Gas,Oil & Gas,1,215.0,215.0,38.16
January_2026,Telangana,Ministry of Power,Transmission & Distribution,2,5694.56,5694.56,5245.42
