project_id,sector,state,implementing_agency,approved_cost,planned_duration_months,is_overrun,overrun_pct
618054,,Uttar Pradesh,MoRTH,515.69,18.0,0,0.0
618055,,Uttar Pradesh,MoRTH,225.17,17.0,0,0.0
618056,,Uttar Pradesh,MoRTH,509.65,18.0,0,0.0
618057,,Uttar Pradesh,MoRTH,189.31,18.0,0,0.0
618060,,Jharkhand,MoRTH,315.21,18.0,0,0.0
618061,,Maharashtra,MoRTH,386.16,18.0,0,0.0
618062,,Andhra Pradesh,MoRTH,244.83,18.0,0,0.0
618063,,Uttar Pradesh,MoRTH,262.37,18.0,0,0.0
618064,,Chhattisgarh,MoRTH,278.97,24.0,0,0.0
618065,,Maharashtra,MoRTH,316.44,18.0,0,0.0
618066,,Uttar Pradesh,MoRTH,283.86,24.0,0,0.0
618067,,Uttar Pradesh,MoRTH,1086.3,24.0,0,0.0
618068,,Madhya Pradesh,MoRTH,158.36,24.0,0,0.0
618069,,Rajasthan,MoRTH,334.64,24.0,0,0.0
618070,,Kerala,MoRTH,294.28,24.0,0,0.0
618071,,Sikkim,MoRTH,385.15,24.0,0,0.0
618072,,Nagaland,MoRTH,297.25,24.0,0,0.0
618073,,Bihar,MoRTH,226.16,15.0,0,0.0
618074,,Bihar,MoRTH,624.43,18.0,0,0.0
618075,,Uttar Pradesh,MoRTH,840.93,24.0,0,0.0
618076,,Meghalaya,MoRTH,504.0,24.0,0,0.0
618078,,Chhattisgarh,MoRTH,193.16,18.0,0,0.0
618079,,Odisha,MoRTH,172.66,18.0,0,0.0
618080,,Bihar,MoRTH,353.27,18.0,0,0.0
618081,,Uttar Pradesh,MoRTH,438.24,24.0,0,0.0
618082,,Uttar Pradesh,MoRTH,395.62,18.0,0,0.0
618083,,Jharkhand,MoRTH,458.78,24.0,0,0.0
618084,,Jharkhand,MoRTH,153.01,24.0,0,0.0
618085,,Madhya Pradesh,MoRTH,305.12,18.0,0,0.0
618086,,Karnataka,MoRTH,617.28,18.0,0,0.0
618087,,Karnataka,MoRTH,255.88,18.0,0,0.0
618088,,Maharashtra,MoRTH,325.79,18.0,0,0.0
618089,,Maharashtra,MoRTH,206.54,24.0,0,0.0
618090,,Maharashtra,MoRTH,545.64,24.0,0,0.0
618091,,Telangana,MoRTH,512.98,24.0,0,0.0
618092,,Rajasthan,MoRTH,606.61,24.0,0,0.0
618093,,Rajasthan,MoRTH,838.43,24.0,0,0.0
618094,,Maharashtra,MoRTH,369.39,18.0,0,0.0
618095,,Karnataka,MoRTH,196.05,18.0,0,0.0
618096,,Maharashtra,MoRTH,181.45,18.0,0,0.0
618097,,Maharashtra,MoRTH,407.2,24.0,0,0.0
618098,,Maharashtra,MoRTH,167.97,18.0,0,0.0
618099,,Maharashtra,MoRTH,164.13,18.0,0,0.0
618101,,Andhra Pradesh,MoRTH,881.61,24.0,0,0.0
618103,,Andhra Pradesh,MoRTH,279.29,18.0,0,0.0
618104,,Telangana,MoRTH,886.69,24.0,0,0.0
618105,,Telangana,MoRTH,631.49,24.0,0,0.0
618106,,Telangana,MoRTH,703.68,24.0,0,0.0
618107,,Gujarat,MoRTH,1155.21,30.0,0,0.0
618108,,Gujarat,MoRTH,237.28,24.0,0,0.0
618109,,Karnataka,MoRTH,355.72,24.0,0,0.0
618110,,Uttar Pradesh,MoRTH,307.11,18.0,0,0.0
618111,,Uttar Pradesh,MoRTH,403.36,18.0,0,0.0
618112,,Uttar Pradesh,MoRTH,912.5,18.0,0,0.0
618113,,Uttar Pradesh,MoRTH,587.97,18.0,0,0.0
618114,,(-) (-),MoRTH,1192.33,30.0,0,0.0
618116,,Uttar Pradesh,MoRTH,1679.75,24.0,0,0.0
618117,,Rajasthan,MoRTH,154.89,18.0,0,0.0
618118,,Rajasthan,MoRTH,174.34,17.0,0,0.0
618119,,Uttarakhand,MoRTH,472.23,30.0,0,0.0
618120,,Bihar,MoRTH,1060.16,24.0,0,0.0
618121,,Bihar,MoRTH,427.29,18.0,0,0.0
618122,,Odisha,MoRTH,172.09,24.0,0,0.0
618123,,Jharkhand,MoRTH,423.18,24.0,0,0.0
618124,,Uttar Pradesh,MoRTH,343.54,18.0,0,0.0
618125,,Andhra Pradesh,MoRTH,228.32,18.0,0,0.0
618126,,Bihar,MoRTH,479.37,24.0,0,0.0
618127,,Jharkhand,MoRTH,255.73,18.0,0,0.0
618129,,Madhya Pradesh,MoRTH,467.93,24.0,0,0.0
618130,,Telangana,MoRTH,490.92,24.0,0,0.0
618132,,Telangana,MoRTH,206.13,24.0,0,0.0
618133,,Maharashtra,MoRTH,280.57,23.0,0,0.0
618134,,Maharashtra,MoRTH,459.39,24.0,0,0.0
618136,,Maharashtra,MoRTH,224.44,19.0,0,0.0
618137,,Maharashtra,MoRTH,540.35,24.0,0,0.0
618138,,Maharashtra,MoRTH,349.57,18.0,0,0.0
618139,,Maharashtra,MoRTH,355.12,17.0,0,0.0
618140,,Telangana,MoRTH,445.76,23.0,0,0.0
618141,,Telangana,MoRTH,423.48,24.0,0,0.0
618142,,Telangana,MoRTH,244.54,24.0,0,0.0
618143,,Telangana,MoRTH,197.0,23.0,0,0.0
618144,,Karnataka,MoRTH,423.15,36.0,0,0.0
618145,,Andhra Pradesh,MoRTH,568.12,24.0,0,0.0
618146,,Bihar,MoRTH,495.16,18.0,0,0.0
618147,,Karnataka,MoRTH,166.58,18.0,0,
618148,,(-) (-),MoRTH,785.79,24.0,0,0.0
618149,,Karnataka,MoRTH,957.09,24.0,0,0.0
618151,,(-) (-),MoRTH,1084.29,36.0,0,0.0
618152,,Maharashtra,MoRTH,488.6,23.0,0,0.0
618153,,Maharashtra,MoRTH,653.46,24.0,0,0.0
618154,,Maharashtra,MoRTH,157.62,18.0,0,0.0
618155,,Maharashtra,MoRTH,396.17,18.0,0,0.0
618156,,Madhya Pradesh,MoRTH,492.66,24.0,0,0.0
618157,,Madhya Pradesh,MoRTH,348.06,18.0,0,0.0
618158,,Madhya Pradesh,MoRTH,416.96,24.0,0,0.0
618159,,Assam,MoRTH,382.1,18.0,0,0.0
618160,,Assam,MoRTH,1019.17,24.0,0,0.0
618161,,Andhra Pradesh,MoRTH,839.98,27.0,0,0.0
618162,,Uttar Pradesh,MoRTH,2008.7,24.0,0,0.0
618163,,Uttar Pradesh,MoRTH,809.25,18.0,0,0.0
618164,,Uttar Pradesh,MoRTH,1141.67,24.0,0,0.0
618165,,Uttar Pradesh,MoRTH,1156.72,23.0,0,0.0
618166,,Uttar Pradesh,MoRTH,697.66,24.0,0,0.0
618167,,Uttar Pradesh,MoRTH,264.86,12.0,0,0.0
618168,,Uttar Pradesh,MoRTH,917.91,24.0,0,0.0
618169,,Uttar Pradesh,MoRTH,640.18,24.0,0,0.0
618170,,Madhya Pradesh,MoRTH,214.07,18.0,0,0.0
618171,,Madhya Pradesh,MoRTH,352.69,24.0,0,0.0
618172,,Maharashtra,MoRTH,341.8,24.0,0,0.0
618173,,Maharashtra,MoRTH,381.77,24.0,0,0.0
618174,,Maharashtra,MoRTH,226.58,18.0,0,0.0
618175,,Maharashtra,MoRTH,428.8,24.0,0,0.0
618176,,Maharashtra,MoRTH,349.08,24.0,0,0.0
618177,,Maharashtra,MoRTH,227.19,18.0,0,0.0
618178,,Maharashtra,MoRTH,162.67,18.0,0,0.0
618179,,Maharashtra,MoRTH,181.58,18.0,0,0.0
618180,,Maharashtra,MoRTH,223.46,18.0,0,0.0
618181,,Maharashtra,MoRTH,153.79,18.0,0,0.0
618182,,Telangana,MoRTH,499.88,24.0,0,0.0
618183,,Telangana,MoRTH,399.01,24.0,0,0.0
618184,,Karnataka,MoRTH,313.56,24.0,0,0.0
618185,,Karnataka,MoRTH,394.95,24.0,0,0.0
618186,,Telangana,MoRTH,549.28,24.0,0,0.0
618187,,Uttar Pradesh,MoRTH,947.15,24.0,0,0.0
618188,,Maharashtra,MoRTH,253.78,18.0,0,0.0
618189,,Karnataka,MoRTH,613.65,24.0,0,0.0
618190,,Telangana,MoRTH,644.45,24.0,0,0.0
618191,,Andhra Pradesh,MoRTH,403.22,24.0,0,0.0
618192,,Andhra Pradesh,MoRTH,423.67,24.0,0,0.0
618193,,Andhra Pradesh,MoRTH,368.63,20.0,0,0.0
618194,,Andhra Pradesh,MoRTH,294.13,18.0,0,0.0
618196,,Telangana,MoRTH,578.85,24.0,0,0.0
618197,,Telangana,MoRTH,882.18,24.0,0,0.0
618198,,Maharashtra,MoRTH,388.93,24.0,0,0.0
618199,,Maharashtra,MoRTH,723.13,24.0,0,0.0
618200,,Rajasthan,MoRTH,317.74,18.0,0,0.0
618201,,Jammu and Kashmir,MoRTH,702.1,24.0,0,
618202,,Jammu and,MoRTH,,,0,
618203,,Jammu and,MoRTH,,,0,
618204,,Jammu and,MoRTH,,,0,
618205,,Jammu and,MoRTH,,,0,
618206,,Jammu and Kashmir,MoRTH,1404.94,30.0,0,
618207,,Uttarakhand,MoRTH,573.96,48.0,0,0.0
618208,,Uttarakhand,MoRTH,180.1,23.0,0,0.0
618209,,Uttarakhand,MoRTH,258.85,36.0,0,0.0
618210,,Uttarakhand,MoRTH,603.92,24.0,0,0.0
618211,,Uttarakhand,MoRTH,649.6,24.0,0,0.0
618212,,Uttarakhand,MoRTH,197.26,18.0,0,0.0
618213,,Uttarakhand,MoRTH,273.76,24.0,0,0.0
618214,,Uttarakhand,MoRTH,346.5,30.0,0,0.0
618215,,Himachal Pradesh,MoRTH,274.36,36.0,0,0.0
618216,,Himachal Pradesh,MoRTH,230.55,35.0,0,0.0
618217,,Himachal Pradesh,MoRTH,314.67,36.0,0,0.0
618218,,Uttarakhand,MoRTH,338.38,24.0,0,0.0
618219,,Uttarakhand,MoRTH,292.76,24.0,0,0.0
618220,,Jammu and,MoRTH,,,0,
618221,,Jammu and,MoRTH,,,0,
618222,,Jammu and,MoRTH,,,0,
618223,,Jammu and,MoRTH,,,0,
618224,,Jammu and,MoRTH,,,0,
618225,,Jammu and,MoRTH,,,0,
618226,,Jammu and,MoRTH,,,0,
618227,,West Bengal,MoRTH,995.04,30.0,0,0.0
618228,,Bihar,MoRTH,2926.42,42.0,0,0.0
618229,,Uttar Pradesh,MoRTH,211.09,18.0,0,0.0
618230,,Himachal Pradesh,MoRTH,314.32,30.0,0,0.0
618231,,Himachal Pradesh,MoRTH,371.93,30.0,0,0.0
618232,,Himachal Pradesh,MoRTH,251.62,30.0,0,0.0
618233,,Uttar Pradesh,MoRTH,1948.25,36.0,0,0.0
618234,,Bihar,MoRTH,1478.4,36.0,0,0.0
618235,,Rajasthan,MoRTH,278.1,18.0,0,0.0
618236,,Andhra Pradesh,MoRTH,316.06,24.0,0,0.0
618237,,Andhra Pradesh,MoRTH,263.45,24.0,0,0.0
618238,,Andhra Pradesh,MoRTH,350.61,18.0,0,0.0
618239,,Andhra Pradesh,MoRTH,445.22,24.0,0,0.0
618240,,Uttar Pradesh,MoRTH,236.47,18.0,0,0.0
618242,,Jharkhand,MoRTH,300.46,24.0,0,0.0
618243,,Uttar Pradesh,MoRTH,1138.72,24.0,0,0.0
618244,,Uttar Pradesh,MoRTH,1273.72,24.0,0,0.0
618246,,Bihar,MoRTH,1110.23,48.0,0,0.0
618247,,Uttar Pradesh,MoRTH,1708.62,36.0,0,0.0
618248,,Uttar Pradesh,MoRTH,1653.15,24.0,0,0.0
618249,,Uttar Pradesh,MoRTH,1511.57,24.0,0,0.0
618250,,Bihar,MoRTH,3064.45,42.0,0,0.0
618251,,Bihar,MoRTH,1661.25,30.0,0,0.0
618252,,Uttar Pradesh,MoRTH,974.19,30.0,0,0.0
618253,,(-) (-),MoRTH,870.95,36.0,0,0.0
618254,,Andhra Pradesh,MoRTH,244.43,18.0,0,0.0
618255,,Andhra Pradesh,MoRTH,361.24,24.0,0,0.0
618256,,Andhra Pradesh,MoRTH,311.22,24.0,0,0.0
618257,,Andhra Pradesh,MoRTH,349.29,24.0,0,0.0
618258,,Andhra Pradesh,MoRTH,296.66,24.0,0,0.0
618259,,Andhra Pradesh,MoRTH,222.61,24.0,0,0.0
618260,,Uttar Pradesh,MoRTH,1348.06,24.0,0,0.0
618262,,Uttar Pradesh,MoRTH,1734.7,23.0,0,0.0
618263,,Uttar Pradesh,MoRTH,701.02,18.0,0,0.0
618264,,Uttar Pradesh,MoRTH,2061.86,29.0,0,0.0
618265,,Uttar Pradesh,MoRTH,172.5,24.0,0,0.0
618266,,Uttar Pradesh,MoRTH,325.24,24.0,0,0.0
618267,,(-) (-),MoRTH,1590.2,24.0,0,0.0
618282,,Assam,NHIDCL,1264.9,30.0,0,0.0
618283,,Assam,NHIDCL,1000.27,30.0,0,0.0
618284,,Assam,NHIDCL,1457.59,36.0,0,0.0
618285,,Assam,NHIDCL,286.72,24.0,0,0.0
618286,,Assam,NHIDCL,746.76,36.0,0,0.0
618287,,Assam,NHIDCL,1338.61,30.0,0,0.0
618288,,Assam,NHIDCL,1081.15,30.0,0,0.0
618289,,Assam,NHIDCL,224.85,30.0,0,0.0
618290,,Nagaland,NHIDCL,202.36,18.0,0,0.0
618291,,Nagaland,NHIDCL,159.85,24.0,0,0.0
618292,,Nagaland,NHIDCL,277.44,24.0,0,0.0
618293,,Nagaland,NHIDCL,232.29,36.0,0,0.0
618294,,Meghalaya,NHIDCL,801.07,24.0,0,0.0
618295,,Meghalaya,NHIDCL,705.83,24.0,0,0.0
618296,,Nagaland,NHIDCL,330.8,24.0,0,0.0
618297,,Nagaland,NHIDCL,355.79,24.0,0,0.0
618298,,Manipur,NHIDCL,211.7,18.0,0,0.0
618299,,Manipur,NHIDCL,268.98,18.0,0,0.0
618300,,Manipur,NHIDCL,379.39,18.0,0,0.0
618301,,Manipur,NHIDCL,228.97,18.0,0,0.0
618302,,Manipur,NHIDCL,256.04,23.0,0,0.0
618303,,Manipur,NHIDCL,222.77,23.0,0,0.0
618304,,Manipur,NHIDCL,164.89,18.0,0,0.0
618305,,Manipur,NHIDCL,554.66,24.0,0,0.0
618306,,Manipur,NHIDCL,564.05,22.0,0,0.0
618307,,Tripura,NHIDCL,456.88,24.0,0,0.0
618308,,Assam,NHIDCL,676.18,30.0,0,0.0
618309,,Assam,NHIDCL,1319.55,24.0,0,0.0
618310,,Assam,NHIDCL,791.79,24.0,0,0.0
618311,,Assam,NHIDCL,870.0,24.0,0,0.0
618312,,Assam,NHIDCL,1258.13,30.0,0,0.0
618313,,Assam,NHIDCL,1181.55,24.0,0,0.0
618314,,Assam,NHIDCL,1716.21,30.0,0,0.0
618315,,Assam,NHIDCL,1256.9,30.0,0,0.0
618316,,Mizoram,NHIDCL,491.39,18.0,0,0.0
618317,,Mizoram,NHIDCL,561.91,18.0,0,0.0
618318,,Mizoram,NHIDCL,720.4,24.0,0,0.0
618319,,Mizoram,NHIDCL,595.65,18.0,0,0.0
618320,,Mizoram,NHIDCL,866.32,36.0,0,0.0
618321,,Mizoram,NHIDCL,875.79,36.0,0,0.0
618323,,Mizoram,NHIDCL,1313.28,36.0,0,0.0
618324,,Mizoram,NHIDCL,720.72,37.0,0,0.0
618325,,Assam,NHIDCL,204.1,18.0,0,0.0
618326,,Assam,NHIDCL,516.88,24.0,0,0.0
618327,,Assam,NHIDCL,625.64,24.0,0,0.0
618328,,Nagaland,NHIDCL,562.98,24.0,0,0.0
618329,,Nagaland,NHIDCL,819.39,36.0,0,0.0
618330,,Assam,NHIDCL,511.02,36.0,0,0.0
618331,,Assam,NHIDCL,957.95,36.0,0,0.0
618333,,Manipur,NHIDCL,760.16,24.0,0,0.0
618334,,Manipur,NHIDCL,504.76,24.0,0,0.0
618335,,Manipur,NHIDCL,410.68,18.0,0,0.0
618336,,Manipur,NHIDCL,579.63,18.0,0,0.0
618337,,Manipur,NHIDCL,467.0,18.0,0,0.0
618338,,Manipur,NHIDCL,195.14,12.0,0,0.0
618339,,Assam,NHIDCL,356.65,36.0,0,0.0
618340,,Assam,NHIDCL,458.59,28.0,0,0.0
618341,,Mizoram,NHIDCL,523.78,17.0,0,0.0
618342,,Mizoram,NHIDCL,206.9,23.0,0,0.0
618343,,Mizoram,NHIDCL,292.23,23.0,0,0.0
618344,,Manipur,NHIDCL,673.27,24.0,0,0.0
618345,,Manipur,NHIDCL,365.53,24.0,0,0.0
618346,,Manipur,NHIDCL,232.99,23.0,0,0.0
618347,,Manipur,NHIDCL,241.52,23.0,0,0.0
618348,,Manipur,NHIDCL,177.76,12.0,0,0.0
618349,,Manipur,NHIDCL,204.12,12.0,0,0.0
618350,,Tripura,NHIDCL,920.66,24.0,0,0.0
618351,,Assam,NHIDCL,890.33,24.0,0,0.0
618352,,Assam,NHIDCL,860.37,24.0,0,0.0
618353,,Assam,NHIDCL,904.04,24.0,0,0.0
618354,,Assam,NHIDCL,846.82,24.0,0,0.0
618355,,Manipur,NHIDCL,483.87,18.0,0,0.0
618356,,Manipur,NHIDCL,234.08,18.0,0,0.0
618357,,Manipur,NHIDCL,477.86,18.0,0,0.0
618358,,Manipur,NHIDCL,311.18,18.0,0,0.0
618359,,Assam,NHIDCL,665.47,11.0,0,0.0
618362,,Mizoram,NHIDCL,698.45,18.0,0,0.0
618363,,Mizoram,NHIDCL,740.58,18.0,0,0.0
618364,,Nagaland,NHIDCL,430.24,30.0,0,0.0
618365,,Nagaland,NHIDCL,497.18,30.0,0,0.0
618366,,Nagaland,NHIDCL,442.54,30.0,0,0.0
618367,,Tripura,NHIDCL,726.9,24.0,0,0.0
618368,,Tripura,NHIDCL,670.9,24.0,0,0.0
618369,,Tripura,NHIDCL,657.21,24.0,0,0.0
618370,,Tripura,NHIDCL,431.78,24.0,0,0.0
618371,,Assam,NHIDCL,613.89,24.0,0,0.0
618372,,Assam,NHIDCL,909.02,29.0,0,0.0
618373,,Assam,NHIDCL,4997.04,93.0,0,0.0
618374,,Meghalaya,NHIDCL,284.21,30.0,0,0.0
618375,,Meghalaya,NHIDCL,445.51,24.0,0,0.0
618376,,Meghalaya,NHIDCL,525.67,30.0,0,0.0
618377,,Meghalaya,NHIDCL,351.12,24.0,0,0.0
618379,,Mizoram,NHIDCL,752.89,42.0,0,0.0
618380,,Mizoram,NHIDCL,867.09,42.0,0,0.0
618381,,Mizoram,NHIDCL,768.76,42.0,0,0.0
618382,,Mizoram,NHIDCL,605.76,42.0,0,0.0
618383,,Mizoram,NHIDCL,637.06,42.0,0,0.0
618384,,Mizoram,NHIDCL,899.45,42.0,0,0.0
618385,,Tripura,NHIDCL,174.43,12.0,0,0.0
618386,,Tripura,NHIDCL,277.5,18.0,0,0.0
618387,,Manipur,NHIDCL,578.98,24.0,0,0.0
618388,,Manipur,NHIDCL,315.56,18.0,0,0.0
618389,,Manipur,NHIDCL,310.76,18.0,0,0.0
618390,,Uttarakhand,NHIDCL,1383.78,48.0,0,0.0
618391,,Uttarakhand,NHIDCL,250.33,18.0,0,0.0
618392,,Uttarakhand,NHIDCL,259.64,18.0,0,0.0
618393,,Uttarakhand,NHIDCL,216.68,18.0,0,0.0
618394,,Jammu and,NHIDCL,,,0,
618395,,Jammu and,NHIDCL,,,0,
618396,,Jammu and,NHIDCL,486.45,,0,0.0
618397,,Jammu and Kashmir,NHIDCL,255.9,24.0,0,
618398,,Jammu and,NHIDCL,,,0,
618399,,Jammu and,NHIDCL,,,0,
618400,,Jammu and,NHIDCL,,,0,
618401,,Arunachal Pradesh,NHIDCL,1418.67,36.0,0,0.0
618402,,Arunachal Pradesh,NHIDCL,1262.43,35.0,0,0.0
618403,,Arunachal Pradesh,NHIDCL,275.5,24.0,0,0.0
618404,,Arunachal Pradesh,NHIDCL,625.61,30.0,0,0.0
618405,,Arunachal Pradesh,NHIDCL,898.19,30.0,0,0.0
618406,,Jammu and,NHIDCL,,,0,
618407,,Jammu and,NHIDCL,,,0,
618408,,Ladakh,NHIDCL,398.37,18.0,0,0.0
618409,,Ladakh,NHIDCL,381.01,18.0,0,0.0
618410,,Ladakh,NHIDCL,404.89,18.0,0,0.0
618412,,Andhra Pradesh,NHIDCL,6808.69,71.0,0,0.0
618413,,Nagaland,NHIDCL,177.77,24.0,0,0.0
618414,,Nagaland,NHIDCL,258.52,24.0,0,0.0
618415,,Manipur,NHIDCL,188.36,18.0,0,0.0
618416,,Manipur,NHIDCL,226.32,18.0,0,0.0
618417,,Tripura,NHIDCL,2026.05,36.0,0,0.0
618418,,Meghalaya,NHIDCL,359.86,24.0,0,0.0
618419,,Meghalaya,NHIDCL,562.48,24.0,0,0.0
618420,,Meghalaya,NHIDCL,686.03,24.0,0,0.0
618421,,Meghalaya,NHIDCL,620.3,24.0,0,0.0
618422,,Nagaland,NHIDCL,161.73,24.0,0,0.0
618423,,Nagaland,NHIDCL,215.79,24.0,0,0.0
618424,,Arunachal Pradesh,NHIDCL,256.66,24.0,0,0.0
618426,,Sikkim,NHIDCL,264.84,18.0,0,0.0
618427,,West Bengal,NHIDCL,311.02,30.0,0,0.0
618428,,Sikkim,NHIDCL,264.84,24.0,0,0.0
618429,,West Bengal,NHIDCL,345.38,18.0,0,0.0
618430,,West Bengal,NHIDCL,402.94,30.0,0,0.0
618431,,West Bengal,NHIDCL,295.97,30.0,0,0.0
618432,,Arunachal Pradesh,NHIDCL,228.72,18.0,0,0.0
618433,,Arunachal Pradesh,NHIDCL,184.89,18.0,0,0.0
618434,,Arunachal Pradesh,NHIDCL,1718.59,48.0,0,0.0
618435,,Assam,NHIDCL,386.51,30.0,0,0.0
618436,,Assam,NHIDCL,599.0,30.0,0,0.0
618437,,Assam,NHIDCL,274.34,11.0,0,0.0
618438,,Assam,NHIDCL,385.57,31.0,0,0.0
618439,,Assam,NHIDCL,478.3,6.0,0,0.0
618440,,Assam,NHIDCL,187.09,12.0,0,0.0
618441,,Assam,NHIDCL,467.79,11.0,0,0.0
618442,,Assam,NHIDCL,358.72,6.0,0,0.0
618443,,Assam,NHIDCL,438.44,6.0,0,0.0
618444,,Assam,NHIDCL,279.01,6.0,0,0.0
618445,,Arunachal Pradesh,NHIDCL,353.9,30.0,0,0.0
618446,,Sikkim,NHIDCL,493.42,36.0,0,0.0
618447,,Sikkim,NHIDCL,410.6,36.0,0,0.0
618448,,Sikkim,NHIDCL,816.79,36.0,0,0.0
618449,,Sikkim,NHIDCL,230.45,30.0,0,0.0
618450,,Sikkim,NHIDCL,292.8,19.0,0,0.0
618452,,Mizoram,NHIDCL,781.85,24.0,0,0.0
618454,,Assam,NHIDCL,693.97,18.0,0,0.0
618455,,Assam,NHIDCL,693.97,48.0,0,0.0
618456,,Rajasthan,National Highways Authority of India [NHAI],1119.35,24.0,0,0.0
618457,,Rajasthan,National Highways Authority of India [NHAI],1272.97,24.0,0,0.0
618458,,Rajasthan,National Highways Authority of India [NHAI],1854.68,30.0,0,0.0
618459,,Gujarat,National Highways Authority of India [NHAI],1555.2,20.0,0,0.0
618460,,Gujarat,National Highways Authority of India [NHAI],1263.38,24.0,0,0.0
618461,,Gujarat,National Highways Authority of India [NHAI],1800.73,24.0,0,0.0
618462,,Gujarat,National Highways Authority of India [NHAI],1644.85,24.0,0,0.0
618463,,Gujarat,National Highways Authority of India [NHAI],1324.84,23.0,0,0.0
618464,,Gujarat,National Highways Authority of India [NHAI],2271.86,24.0,0,0.0
618465,,Gujarat,National Highways Authority of India [NHAI],1710.3,24.0,0,0.0
618466,,Gujarat,National Highways Authority of India [NHAI],3834.24,19.0,0,0.0
618467,,Gujarat,National Highways Authority of India [NHAI],2594.17,18.0,0,0.0
618468,,Maharashtra,National Highways Authority of India [NHAI],1524.71,24.0,0,0.0
618469,,Maharashtra,National Highways Authority of India [NHAI],3536.9,24.0,0,0.0
618470,,Maharashtra,National Highways Authority of India [NHAI],2058.79,18.0,0,0.0
618471,,Maharashtra,National Highways Authority of India [NHAI],2610.88,18.0,0,0.0
618472,,Maharashtra,National Highways Authority of India [NHAI],4051.8,23.0,0,0.0
618473,,Maharashtra,National Highways Authority of India [NHAI],2208.68,30.0,0,0.0
618475,,Andhra Pradesh,National Highways Authority of India [NHAI],2548.04,24.0,0,0.0
618476,,Andhra Pradesh,National Highways Authority of India [NHAI],1407.33,24.0,0,0.0
618477,,Multi-States,National Highways Authority of India [NHAI],,,0,
618478,,Tamil Nadu,National Highways Authority of India [NHAI],1106.65,24.0,0,0.0
618479,,Tamil Nadu,National Highways Authority of India [NHAI],1525.1,23.0,0,0.0
618480,,Tamil Nadu,National Highways Authority of India [NHAI],162.55,18.0,0,0.0
618481,,Tamil Nadu,National Highways Authority of India [NHAI],3605.73,24.0,0,0.0
618482,,Haryana,National Highways Authority of India [NHAI],1866.49,24.0,0,0.0
618483,,Haryana,National Highways Authority of India [NHAI],1533.87,24.0,0,0.0
618484,,Haryana,National Highways Authority of India [NHAI],1606.27,24.0,0,0.0
618485,,Haryana,National Highways Authority of India [NHAI],1306.95,24.0,0,0.0
618486,,Multi-States,National Highways Authority of India [NHAI],,,0,
618487,,Punjab,National Highways Authority of India [NHAI],1759.82,24.0,0,0.0
618488,,Punjab,National Highways Authority of India [NHAI],1895.74,24.0,0,0.0
618489,,Punjab,National Highways Authority of India [NHAI],1851.47,24.0,0,0.0
618490,,Punjab,National Highways Authority of India [NHAI],2177.54,24.0,0,0.0
618491,,Punjab,National Highways Authority of India [NHAI],2175.35,24.0,0,0.0
618492,,Punjab,National Highways Authority of India [NHAI],1734.18,23.0,0,0.0
618493,,Punjab,National Highways Authority of India [NHAI],2165.23,36.0,0,0.0
618494,,Jammu and,National Highways Authority of India [NHAI],,,0,
618495,,Jammu and,National Highways Authority of India [NHAI],,,0,
618496,,Jammu and,National Highways Authority of India [NHAI],,,0,
618497,,Jammu and,National Highways Authority of India [NHAI],,,0,
618498,,Uttar Pradesh,National Highways Authority of India [NHAI],2471.56,30.0,0,0.0
618499,,Uttar Pradesh,National Highways Authority of India [NHAI],1972.94,29.0,0,0.0
618500,,Uttar Pradesh,National Highways Authority of India [NHAI],1081.39,24.0,0,0.0
618501,,Gujarat,National Highways Authority of India [NHAI],1298.0,24.0,0,0.0
618502,,Gujarat,National Highways Authority of India [NHAI],1415.34,24.0,0,0.0
618503,,Gujarat,National Highways Authority of India [NHAI],1034.04,24.0,0,0.0
618504,,Gujarat,National Highways Authority of India [NHAI],1181.76,24.0,0,0.0
618505,,Multi-States,National Highways Authority of India [NHAI],,,0,
618506,,Haryana,National Highways Authority of India [NHAI],401.74,24.0,0,0.0
618507,,Gujarat,National Highways Authority of India [NHAI],466.8,10.0,0,0.0
618508,,Gujarat,National Highways Authority of India [NHAI],907.39,24.0,0,0.0
618509,,Delhi,National Highways Authority of India [NHAI],2089.94,24.0,0,0.0
618511,,Maharashtra,National Highways Authority of India [NHAI],604.59,12.0,0,0.0
618512,,Maharashtra,National Highways Authority of India [NHAI],907.03,36.0,0,0.0
618513,,Maharashtra,National Highways Authority of India [NHAI],2111.95,24.0,0,0.0
618514,,Maharashtra,National Highways Authority of India [NHAI],2330.71,24.0,0,0.0
618515,,Multi-States,National Highways Authority of India [NHAI],,,0,
618516,,Multi-States,National Highways Authority of India [NHAI],,,0,
618517,,Karnataka,National Highways Authority of India [NHAI],1135.39,30.0,0,0.0
618518,,Karnataka,National Highways Authority of India [NHAI],1805.84,,0,-19.446351836264554
618519,,Multi-States,National Highways Authority of India [NHAI],,,0,
618520,,Karnataka,National Highways Authority of India [NHAI],1438.74,24.0,0,0.0
618521,,Tamil Nadu,National Highways Authority of India [NHAI],766.51,24.0,0,0.0
618522,,Tamil Nadu,National Highways Authority of India [NHAI],411.16,21.0,0,0.0
618523,,Odisha,National Highways Authority of India [NHAI],844.67,30.0,0,0.0
618524,,Andhra Pradesh,National Highways Authority of India [NHAI],257.98,24.0,0,0.0
618525,,Andhra Pradesh,National Highways Authority of India [NHAI],326.61,24.0,0,0.0
