project_id,project_name,sector,state,implementing_agency,planned_start_date,planned_completion_date,actual_start_date,approved_cost,revised_cost,current_status,report_month,physical_progress,planned_progress,financial_progress,expenditure,monthly_expenditure,contractor_status,milestones_completed,milestones_total,milestones_overdue,planned_duration_months,report_date,expenditure_ratio,snapshot_id
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,Multi-States,National Highways Authority of India [NHAI],,2022-03-01,,,,Newly Added,January_2026,,,,1260.74,,,,,,,2026-01-01,,618519_January_2026
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,(N24001968),National Highways Authority of India [NHAI],,,,,,Newly Added,February_2026,1260.74,,,,,,,,,,2026-02-01,,618519_February_2026
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,(N24001968),National Highways Authority of India [NHAI],,,,,,Newly Added,March_2026,1260.74,,,,,,,,,,2026-03-01,,618519_March_2026
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,(N24001968) (10373),National Highways Authority of India [NHAI],,,,,,Newly Added,April2026,1260.74,,,,,,,,,,2026-04-01,,618519_April2026
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,(N24001968) (10373),National Highways Authority of India [NHAI],,,,,,Newly Added,May2026,1260.74,,,,,,,,,,2026-05-01,,618519_May2026
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,(-) (-),NHAI,,,,,,Newly Added,June_2026,1260.74,,,,,,,,,,2026-06-01,,618519_June_2026
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,,(-) (-),NHAI,,,,,,Newly Added,July_2026,1260.74,,,,,,,,,,2026-07-01,,618519_July_2026
618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],,Karnataka,National Highways Authority of India [NHAI],2021-04-01,2023-04-01,,1438.74,1786.57,Newly Added,February_2026,,,5.71,102.0,,,,,,24.0,2026-02-01,0.0708953667792652,618520_February_2026
618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],,(-),National Highways Authority of India [NHAI],2020-08-01,,,,1438.74,Newly Added,March_2026,926.25,,124.18,1786.57,,,,,,,2026-03-01,,618520_March_2026
618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],,(-) (10374),National Highways Authority of India [NHAI],2020-08-01,,,,1438.74,Newly Added,April2026,1051.89,,124.18,1786.57,,,,,,,2026-04-01,,618520_April2026
618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],,(-) (10374),National Highways Authority of India [NHAI],2020-08-01,,,,1438.74,Newly Added,May2026,1051.89,,124.18,1786.57,,,,,,,2026-05-01,,618520_May2026
618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],,(-) (-),NHAI,2020-08-01,,,,1438.74,Newly Added,June_2026,1228.99,,124.18,1786.57,,,,,,,2026-06-01,,618520_June_2026
618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],,(-) (-),NHAI,2020-08-01,,,,1438.74,Newly Added,July_2026,1294.84,,124.18,1786.57,,,,,,,2026-07-01,,618520_July_2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,Tamil Nadu,National Highways Authority of India [NHAI],2019-02-01,2021-02-01,,766.51,766.51,Newly Added,December_2025,88.0,,55.68,426.79,,,,,,24.0,2025-12-01,0.5567963888272821,618521_December_2025
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,Tamil Nadu,National Highways Authority of India [NHAI],2019-02-01,2021-02-01,,766.51,766.51,Newly Added,January_2026,93.0,,55.75,427.31,,,,,,24.0,2026-01-01,0.5574747883263101,618521_January_2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,(N24001723),National Highways Authority of India [NHAI],2018-08-01,,,,766.51,Newly Added,February_2026,427.32,,100.0,766.51,,,,,,,2026-02-01,,618521_February_2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,(N24001723),National Highways Authority of India [NHAI],2018-08-01,,,,766.51,Newly Added,March_2026,427.32,,100.0,766.51,,,,,,,2026-03-01,,618521_March_2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,(N24001723) (10375),National Highways Authority of India [NHAI],2018-08-01,,,,766.51,Newly Added,April2026,439.37,,100.0,766.51,,,,,,,2026-04-01,,618521_April2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,(N24001723) (10375),National Highways Authority of India [NHAI],2018-08-01,,,,766.51,Newly Added,May2026,439.63,,100.0,766.51,,,,,,,2026-05-01,,618521_May2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,(-) (-),NHAI,2018-08-01,,,,766.51,Newly Added,June_2026,613.5,,100.0,766.51,,,,,,,2026-06-01,,618521_June_2026
618521,Karaipettai to Walajapet from Km 71.015 to 107.091,,(-) (-),NHAI,2018-08-01,,,,766.51,Newly Added,July_2026,613.76,,100.0,766.51,,,,,,,2026-07-01,,618521_July_2026
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,,Tamil Nadu,National Highways Authority of India [NHAI],2025-01-01,2026-10-01,,411.16,411.16,Newly Added,February_2026,,,51.08,210.0,,,,,,21.0,2026-02-01,0.5107500729642961,618522_February_2026
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,,(-),National Highways Authority of India [NHAI],2024-06-01,,,,411.16,Newly Added,March_2026,75.77,,100.0,411.16,,,,,,,2026-03-01,,618522_March_2026
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,,(-) (-),National Highways Authority of India [NHAI],2024-06-01,,,,411.16,Newly Added,April2026,81.11,,100.0,411.16,,,,,,,2026-04-01,,618522_April2026
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,,(-) (-),National Highways Authority of India [NHAI],2024-06-01,,,,411.16,Newly Added,May2026,120.44,,100.0,411.16,,,,,,,2026-05-01,,618522_May2026
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,,(-) (-),NHAI,2024-06-01,,,,411.16,Newly Added,June_2026,134.48,,100.0,411.16,,,,,,,2026-06-01,,618522_June_2026
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,,(-) (-),NHAI,2024-06-01,,,,411.16,Newly Added,July_2026,134.65,,100.0,411.16,,,,,,,2026-07-01,,618522_July_2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,Odisha,National Highways Authority of India [NHAI],2019-03-01,2021-09-01,,844.67,1394.82,Newly Added,December_2025,91.0,,16.57,231.14,,,,,,30.0,2025-12-01,0.2736453289450318,618523_December_2025
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,Odisha,National Highways Authority of India [NHAI],2019-03-01,2021-09-01,,844.67,1394.82,Newly Added,January_2026,91.0,,16.58,231.31,,,,,,30.0,2026-01-01,0.27384659097635766,618523_January_2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,(N24000738),National Highways Authority of India [NHAI],2014-11-01,,,,844.67,Newly Added,February_2026,232.06,,165.13,1394.82,,,,,,,2026-02-01,,618523_February_2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,(N24000738),National Highways Authority of India [NHAI],2014-11-01,,,,844.67,Newly Added,March_2026,495.58,,165.13,1394.82,,,,,,,2026-03-01,,618523_March_2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,(N24000738) (10376),National Highways Authority of India [NHAI],2014-11-01,,,,844.67,Newly Added,April2026,538.51,,165.13,1394.82,,,,,,,2026-04-01,,618523_April2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,(N24000738) (10376),National Highways Authority of India [NHAI],2014-11-01,,,,844.67,Newly Added,May2026,586.54,,165.13,1394.82,,,,,,,2026-05-01,,618523_May2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,(-) (-),NHAI,2014-11-01,,,,844.67,Newly Added,June_2026,783.79,,165.13,1394.82,,,,,,,2026-06-01,,618523_June_2026
618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,,(-) (-),NHAI,2014-11-01,,,,844.67,Newly Added,July_2026,783.98,,165.13,1394.82,,,,,,,2026-07-01,,618523_July_2026
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,,Andhra Pradesh,National Highways Authority of India [NHAI],2025-03-01,2027-03-01,,257.98,192.85,Newly Added,February_2026,,,12.44,24.0,,,,,,24.0,2026-02-01,0.09303046747809907,618524_February_2026
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,,(-),National Highways Authority of India [NHAI],2024-07-01,,,,257.98,Newly Added,March_2026,37.1,,74.75,192.85,,,,,,,2026-03-01,,618524_March_2026
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,,(-) (-),National Highways Authority of India [NHAI],2024-07-01,,,,257.98,Newly Added,April2026,46.41,,74.75,192.85,,,,,,,2026-04-01,,618524_April2026
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,,(-) (-),National Highways Authority of India [NHAI],2024-07-01,,,,257.98,Newly Added,May2026,46.52,,74.75,192.85,,,,,,,2026-05-01,,618524_May2026
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,,(-) (-),NHAI,2024-07-01,,,,257.98,Newly Added,June_2026,55.83,,74.75,192.85,,,,,,,2026-06-01,,618524_June_2026
618524,Construction of 6 lane elevated corridor including its approaches from Km. 629880 to Km. 634470 Design Chainage of NH-16 in Ranasthalam Town portion in the state of Andhra Pradesh on EPC Mode under NHO.,,(-) (-),NHAI,2024-07-01,,,,257.98,Newly Added,July_2026,55.83,,74.75,192.85,,,,,,,2026-07-01,,618524_July_2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,Andhra Pradesh,National Highways Authority of India [NHAI],2025-10-01,2027-10-01,,326.61,223.29,Newly Added,January_2026,4.0,,2.39,5.34,,,,,,24.0,2026-01-01,0.016349774960962616,618525_January_2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,(-),National Highways Authority of India [NHAI],2025-03-01,,,,326.61,Newly Added,February_2026,5.34,,68.37,223.29,,,,,,,2026-02-01,,618525_February_2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,(-),National Highways Authority of India [NHAI],2025-03-01,,,,326.61,Newly Added,March_2026,5.34,,68.37,223.29,,,,,,,2026-03-01,,618525_March_2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,(-) (-),National Highways Authority of India [NHAI],2025-03-01,,,,326.61,Newly Added,April2026,13.18,,68.37,223.29,,,,,,,2026-04-01,,618525_April2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,(-) (-),National Highways Authority of India [NHAI],2025-03-01,,,,326.61,Newly Added,May2026,20.21,,68.37,223.29,,,,,,,2026-05-01,,618525_May2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,(-) (-),NHAI,2025-03-01,,,,326.61,Newly Added,June_2026,43.67,,68.37,223.29,,,,,,,2026-06-01,,618525_June_2026
618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,,(-) (-),NHAI,2025-03-01,,,,326.61,Newly Added,July_2026,43.82,,68.37,223.29,,,,,,,2026-07-01,,618525_July_2026
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,,Andhra Pradesh,National Highways Authority of India [NHAI],2020-01-01,2021-07-01,,665.59,665.59,Newly Added,February_2026,,,3.76,25.0,,,,,,18.0,2026-02-01,0.03756066046665364,618526_February_2026
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,,(-),National Highways Authority of India [NHAI],2018-10-01,,,,665.59,Newly Added,March_2026,509.4,,100.0,665.59,,,,,,,2026-03-01,,618526_March_2026
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,,(-) (10377),National Highways Authority of India [NHAI],2018-10-01,,,,665.59,Newly Added,April2026,512.09,,100.0,665.59,,,,,,,2026-04-01,,618526_April2026
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,,(-) (10377),National Highways Authority of India [NHAI],2018-10-01,,,,665.59,Newly Added,May2026,512.1,,100.0,665.59,,,,,,,2026-05-01,,618526_May2026
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,,(-) (-),NHAI,2018-10-01,,,,665.59,Newly Added,June_2026,643.95,,100.0,665.59,,,,,,,2026-06-01,,618526_June_2026
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,,(-) (-),NHAI,2018-10-01,,,,665.59,Newly Added,July_2026,643.95,,100.0,665.59,,,,,,,2026-07-01,,618526_July_2026
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,Andhra Pradesh,National Highways Authority of India [NHAI],2021-07-01,2024-01-01,,1194.57,1757.82,Newly Added,December_2025,97.0,,38.86,683.06,,,,,,30.0,2025-12-01,0.5718040801292515,618527_December_2025
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,Andhra Pradesh,National Highways Authority of India [NHAI],2021-07-01,2024-01-01,,1194.57,1757.82,Newly Added,January_2026,98.0,,38.86,683.12,,,,,,30.0,2026-01-01,0.5718543074076865,618527_January_2026
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,(N24001301),National Highways Authority of India [NHAI],2020-01-01,,,,1194.57,Newly Added,February_2026,683.18,,147.15,1757.82,,,,,,,2026-02-01,,618527_February_2026
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,(N24001301),National Highways Authority of India [NHAI],2020-01-01,,,,1194.57,Newly Added,March_2026,759.42,,147.15,1757.82,,,,,,,2026-03-01,,618527_March_2026
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,(N24001301) (10378),National Highways Authority of India [NHAI],2020-01-01,,,,1194.57,Newly Added,April2026,853.14,,147.15,1757.82,,,,,,,2026-04-01,,618527_April2026
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,(N24001301) (10378),National Highways Authority of India [NHAI],2020-01-01,,,,1194.57,Newly Added,May2026,862.59,,147.15,1757.82,,,,,,,2026-05-01,,618527_May2026
618527,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,,Andhra Pradesh,NHAI,2021-07-01,,,1194.57,1757.82,Completed,June_2026,100.0,,49.09,862.83,,,,,,,2026-06-01,0.7222933775333384,618527_June_2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,Uttar Pradesh,National Highways Authority of India [NHAI],2019-02-01,2022-02-01,,1991.71,1832.66,Newly Added,December_2025,92.0,,53.76,985.18,,,,,,36.0,2025-12-01,0.494640283977085,618529_December_2025
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,Uttar Pradesh,National Highways Authority of India [NHAI],2019-02-01,2022-02-01,,1991.71,1832.66,Newly Added,January_2026,93.0,,53.97,989.09,,,,,,36.0,2026-01-01,0.4966034211807944,618529_January_2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,(N24001826),National Highways Authority of India [NHAI],2017-12-01,,,,1991.71,Newly Added,February_2026,994.97,,92.01,1832.66,,,,,,,2026-02-01,,618529_February_2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,(N24001826),National Highways Authority of India [NHAI],2017-12-01,,,,1991.71,Newly Added,March_2026,994.97,,92.01,1832.66,,,,,,,2026-03-01,,618529_March_2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,(N24001826) (10380),National Highways Authority of India [NHAI],2017-12-01,,,,1991.71,Newly Added,April2026,1008.02,,92.01,1832.66,,,,,,,2026-04-01,,618529_April2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,(N24001826) (10380),National Highways Authority of India [NHAI],2017-12-01,,,,1991.71,Newly Added,May2026,1016.28,,92.01,1832.66,,,,,,,2026-05-01,,618529_May2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,(-) (-),NHAI,2017-12-01,,,,1991.71,Newly Added,June_2026,1750.54,,92.01,1832.66,,,,,,,2026-06-01,,618529_June_2026
618529,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,,(-) (-),NHAI,2017-12-01,,,,1991.71,Newly Added,July_2026,1751.26,,92.01,1832.66,,,,,,,2026-07-01,,618529_July_2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,Multi-States,National Highways Authority of India [NHAI],,,,,,Newly Added,December_2025,,,,3241.56,,,,,,,2025-12-01,,618530_December_2025
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,Multi-States,National Highways Authority of India [NHAI],,,,,,Newly Added,January_2026,,,,3241.56,,,,,,,2026-01-01,,618530_January_2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,(N24000182),National Highways Authority of India [NHAI],,,,,,Newly Added,February_2026,3241.56,,,,,,,,,,2026-02-01,,618530_February_2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,(N24000182),National Highways Authority of India [NHAI],,,,,,Newly Added,March_2026,3241.56,,,,,,,,,,2026-03-01,,618530_March_2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,(N24000182) (10381),National Highways Authority of India [NHAI],,,,,,Newly Added,April2026,3241.56,,,,,,,,,,2026-04-01,,618530_April2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,(N24000182) (10381),National Highways Authority of India [NHAI],,,,,,Newly Added,May2026,3241.56,,,,,,,,,,2026-05-01,,618530_May2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,(-) (-),NHAI,,,,,,Newly Added,June_2026,3241.56,,,,,,,,,,2026-06-01,,618530_June_2026
618530,Six Laning of Varanasi to Aurangabad from km. 786.00 to km. 978.40 of Old NH-2,,(-) (-),NHAI,,,,,,Newly Added,July_2026,3241.56,,,,,,,,,,2026-07-01,,618530_July_2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,Multi-States,National Highways Authority of India [NHAI],2021-02-01,,,,1054.46,Newly Added,December_2025,86.0,,74.62,786.81,,,,,,,2025-12-01,,618531_December_2025
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,Multi-States,National Highways Authority of India [NHAI],2021-02-01,,,,1054.46,Newly Added,January_2026,86.04,,74.62,786.81,,,,,,,2026-01-01,,618531_January_2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,(N24001703),National Highways Authority of India [NHAI],,2021-02-01,,,,Newly Added,February_2026,,,,1054.46,,,,,,,2026-02-01,,618531_February_2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,(N24001703),National Highways Authority of India [NHAI],,2021-02-01,,,,Newly Added,March_2026,,,,1054.46,,,,,,,2026-03-01,,618531_March_2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,(N24001703) (10382),National Highways Authority of India [NHAI],,2021-02-01,,,,Newly Added,April2026,,,,1054.46,,,,,,,2026-04-01,,618531_April2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,(N24001703) (10382),National Highways Authority of India [NHAI],,2021-02-01,,,,Newly Added,May2026,,,,1054.46,,,,,,,2026-05-01,,618531_May2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,(-) (-),NHAI,,2021-02-01,,,,Newly Added,June_2026,,,,1054.46,,,,,,,2026-06-01,,618531_June_2026
618531,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to km. 209.827 of NH-2 PKG-01,,(-) (-),NHAI,,2021-02-01,,,,Newly Added,July_2026,,,,1054.46,,,,,,,2026-07-01,,618531_July_2026
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,Multi-States,National Highways Authority of India [NHAI],2021-06-01,,,,1822.46,Newly Added,December_2025,565.91,,40.5,738.11,,,,,,,2025-12-01,,618532_December_2025
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,Multi-States,National Highways Authority of India [NHAI],2021-06-01,,,,1822.46,Newly Added,January_2026,571.97,,40.5,738.11,,,,,,,2026-01-01,,618532_January_2026
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,(N24001700),National Highways Authority of India [NHAI],,2021-06-01,,,,Newly Added,February_2026,,,,1822.46,,,,,,,2026-02-01,,618532_February_2026
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,(N24001700),National Highways Authority of India [NHAI],,2021-06-01,,,,Newly Added,March_2026,,,,1822.46,,,,,,,2026-03-01,,618532_March_2026
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,(N24001700) (10383),National Highways Authority of India [NHAI],,2021-06-01,,,,Newly Added,April2026,,,,1822.46,,,,,,,2026-04-01,,618532_April2026
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,(N24001700) (10383),National Highways Authority of India [NHAI],,2021-06-01,,,,Newly Added,May2026,,,,1822.46,,,,,,,2026-05-01,,618532_May2026
618532,6L of Aurangabad to Bihar-Jharkhand border Chordaha section  from km. 209.827 to Km. 249.525 of NH-19 PKG-02,,"Multi-States (Bihar,",NHAI,2021-06-01,,,,1822.46,Completed,June_2026,100.0,,40.5,738.11,,,,,,,2026-06-01,,618532_June_2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,Multi-States,National Highways Authority of India [NHAI],,2010-08-01,,,,Newly Added,December_2025,,,,1560.39,,,,,,,2025-12-01,,618533_December_2025
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,Multi-States,National Highways Authority of India [NHAI],,2010-08-01,,,,Newly Added,January_2026,,,,1560.39,,,,,,,2026-01-01,,618533_January_2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,(N24000515),National Highways Authority of India [NHAI],,,,,,Newly Added,February_2026,1560.39,,,,,,,,,,2026-02-01,,618533_February_2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,(N24000515),National Highways Authority of India [NHAI],,,,,,Newly Added,March_2026,1560.39,,,,,,,,,,2026-03-01,,618533_March_2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,(N24000515) (10384),National Highways Authority of India [NHAI],,,,,,Newly Added,April2026,1560.39,,,,,,,,,,2026-04-01,,618533_April2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,(N24000515) (10384),National Highways Authority of India [NHAI],,,,,,Newly Added,May2026,1560.39,,,,,,,,,,2026-05-01,,618533_May2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,(-) (-),NHAI,,,,,,Newly Added,June_2026,1560.39,,,,,,,,,,2026-06-01,,618533_June_2026
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,,(-) (-),NHAI,,,,,,Newly Added,July_2026,1560.39,,,,,,,,,,2026-07-01,,618533_July_2026
